id,pharmacologicalFamily,cysteineFramewrok,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P00117,NA,I,-0.21089542,11.691462,11.499828,0.114077196,-0.6589882,-1.1536624,
P00118,alpha conotoxin,I,-0.7723872,11.532079,11.440336,0.12598923,-0.6153237,-0.6349297,
P00119,alpha conotoxin,I,-0.29431018,11.560564,11.20935,-0.56971914,-0.7984118,-0.8606571,
P00120,NA,I,-6.9259543,11.282458,12.301566,0.52411705,-0.7208958,0.04994378,
P00121,NA,I,-1.7380496,11.969875,11.742461,0.41466022,-0.8708881,-0.8382867,
P00122,NA,I,-0.21783857,11.581083,11.215061,-0.37522015,-0.79023874,-0.9232187,
P00123,NA,I,-6.8686566,11.208603,12.202963,0.52411705,-0.7208958,0.04994378,
P00125,NA,I,-5.343808,10.903857,12.832765,0.41938433,-0.5264512,0.23158513,
P00126,NA,I,-2.1953516,12.111999,12.324732,0.49319875,-0.5127384,-0.54525447,
P00127,NA,I,-0.494801,11.595585,11.562366,0.4378611,-0.6281007,-1.0406557,
P00409,alpha conotoxin,I,15.085367,17.982307,7.717343,-0.8615371,-0.22826186,-0.23323613,
P00410,alpha conotoxin,I,,,,,,,
P00499,NA,I,-5.644532,10.904018,12.883763,0.16002569,-0.4979523,0.26823503,
P00511,NA,I,,,,,,,
P00512,NA,I,,,,,,,
P00513,NA,I,,,,,,,
P00541,NA,I,-0.2819453,11.561982,11.362091,-0.14332706,-0.59265614,-1.0887142,
P00542,NA,I,-0.51101243,11.472032,11.472792,0.4378611,-0.6281007,-1.0406557,
P00543,alpha conotoxin,I,-1.4716297,12.084394,11.845828,0.09744478,-0.760785,-1.0245117,
P00544,NA,I,-1.4151497,12.171861,11.825043,0.09744478,-0.760785,-1.0245117,
P00545,NA,I,-5.5531282,11.139564,12.823173,0.5786405,-0.40860593,0.005146045,
P00546,NA,I,0.027290795,11.507089,11.02401,-0.74270445,-0.76731086,-0.6984678,
P00547,NA,I,-0.5577228,11.66147,11.536852,0.35879388,-0.6455963,-1.08372,
P00548,NA,NA,-2.293622,11.57165,11.8225155,0.34759212,-0.78268015,-0.46987572,
P00549,NA,NA,-1.4221407,11.618126,11.561003,0.1967872,-0.78185976,-0.6541869,
P00551,NA,I,-0.2542548,11.62812,11.49418,0.114077196,-0.6589882,-1.1536624,
P00552,NA,I,-0.7426261,11.610073,11.301123,-0.37357402,-0.6547376,-0.86887896,
P00553,NA,I,-0.7146086,11.619477,11.492627,-0.37357402,-0.6547376,-0.86887896,
P00554,NA,I,,,,,,,
P00555,NA,NA,,,,,,,
P00556,NA,I,,,,,,,
P00557,alpha conotoxin,I,,,,,,,
P00558,NA,I,,,,,,,
P00559,NA,I,,,,,,,
P00560,NA,I,,,,,,,
P00561,NA,I,,,,,,,
P00562,alpha conotoxin,I,,,,,,,
P00563,NA,IV,,,,,,,
P00564,NA,IV,,,,,,,
P00565,NA,IV,,,,,,,
P00566,NA,I,,,,,,,
P00567,NA,I,,,,,,,
P00568,NA,I,,,,,,,
P00569,NA,I,,,,,,,
P00570,alpha conotoxin,I,-5.769853,11.442047,12.738576,0.09061485,-0.73679614,-0.13335273,
P00571,NA,I,-5.83403,11.490964,12.639749,0.09061485,-0.73679614,-0.13335273,
P00573,NA,I,,,,,,,
P00574,NA,I,,,,,,,
P00593,alpha conotoxin,I,,,,,,,
P00596,NA,VI/VII,-1.1331894,5.044872,7.6186104,1.992706,0.5997459,0.0028036546,
P00597,mu conotoxin,VI/VII,-1.5505837,7.455922,2.4976776,0.9538299,-0.15552092,-0.82841676,
P00598,delta conotoxin,VI/VII,-2.5476336,2.435274,-0.1371865,1.7622232,0.17875238,-0.81838655,
P00599,NA,VI/VII,-2.7516959,2.4383476,-0.11280391,1.7622232,0.17875238,-0.81838655,
P00600,NA,VI/VII,0.08989191,10.42396,2.9707763,1.6011628,-0.009533235,-1.0077336,
P00601,NA,VI/VII,28.167177,16.625326,12.701089,-1.2244831,0.10685844,-0.08962051,
P00602,NA,VI/VII,28.382353,16.770245,13.170785,-1.2244831,0.10685844,-0.08962051,
P00603,NA,VI/VII,28.491104,16.416191,12.780589,-1.2244831,0.10685844,-0.08962051,
P00604,NA,VI/VII,11.696036,14.1664715,11.575941,-2.0155365,0.48952574,-0.30625057,
P00605,NA,VI/VII,28.677746,16.607819,12.780238,-1.2244831,0.10685844,-0.08962051,
P00606,NA,VI/VII,28.439213,16.501043,12.809737,-1.2244831,0.10685844,-0.08962051,
P00607,NA,VI/VII,28.603355,16.587275,12.858622,-1.2244831,0.10685844,-0.08962051,
P00608,NA,IX,8.778796,10.2045555,7.3214774,-1.5316547,-0.050148558,0.13402754,
P00609,NA,IX,8.77663,10.154915,7.3501096,-1.5316547,-0.050148558,0.13402754,
P00610,NA,III,8.505428,6.4712224,7.250744,-1.1452131,-0.08034193,0.033304434,
P00611,NA,III,10.362303,3.534522,6.0544786,0.012781592,-0.50006574,-0.112901196,
P00612,NA,III,9.702421,4.2007384,8.026912,-0.41496074,-0.5944767,-0.30741888,
P00613,NA,III,9.551966,1.8583759,7.2417126,0.33187848,-0.48821104,-0.2477566,
P00614,NA,III,8.53583,1.51671,8.875963,-0.17897259,-0.49220544,-0.12462348,
P00615,NA,III,10.448416,3.4835396,5.9224267,0.012781592,-0.50006574,-0.112901196,
P00616,NA,III,4.3849177,8.648161,11.251136,0.3957687,0.33524132,0.2850152,
P00617,NA,III,9.53685,1.9431344,7.2020087,0.1974668,-0.5020176,-0.26653025,
P00618,mu conotoxin,IV,9.729767,2.8812122,7.1407266,0.1619571,-0.40193093,-0.24522021,
P00619,NA,III,9.182821,4.0459228,6.402893,-0.115396895,-0.46800748,0.006328465,
P00620,NA,III,10.392229,3.6417873,5.954162,0.03398781,-0.4717505,-0.14091986,
P00621,NA,III,8.064555,6.08742,6.8301687,-0.6025229,-0.18994421,0.06400916,
P00622,NA,III,10.122696,3.3650875,5.8288794,0.012781592,-0.50006574,-0.112901196,
P00623,NA,III,8.072812,6.038999,6.8523216,-0.6025229,-0.18994421,0.06400916,
P00624,NA,III,9.0850115,4.167683,8.715723,-0.5452752,-0.114917114,0.13202791,
P00625,NA,III,8.176464,6.2735863,6.8630524,-0.6025229,-0.18994421,0.06400916,
P00626,NA,III,8.902401,4.8481436,6.581296,0.07413196,-0.31219614,0.15039752,
P00627,NA,III,8.377968,5.5240088,6.659421,-0.34811068,-0.12213092,-0.021858986,
P00628,NA,III,8.098955,6.279615,6.9016385,-0.6025229,-0.18994421,0.06400916,
P00629,NA,III,10.395625,8.997213,9.066092,-1.280923,-0.07157105,-0.111293264,
P00630,NA,III,10.705408,10.919381,9.578829,-1.5298494,0.22933534,-0.24612387,
P00631,NA,III,14.125599,8.653872,11.976923,-1.7892761,0.12492657,-0.21249206,
P00632,NA,III,14.709213,7.53591,12.648062,-1.539669,-0.02478724,-0.06641471,
P00633,NA,III,14.745207,7.4696054,12.701467,-1.539669,-0.02478724,-0.06641471,
P00634,NA,III,13.741444,9.938906,11.349533,-2.150902,0.27658346,-0.2694633,
P00635,NA,III,10.171797,10.2320795,7.24217,-1.5898228,-0.13196735,-0.4526732,
P00636,NA,III,10.07902,10.228603,7.2216897,-1.5898228,-0.13196735,-0.4526732,
P00637,NA,III,13.336538,10.626827,10.125856,-1.8645856,0.17964523,-0.19119138,
P00638,NA,III,13.095452,10.656728,10.20819,-1.9073151,0.19167036,-0.15825799,
P00639,NA,III,12.433597,10.478752,10.461362,-2.116855,0.5817048,-0.22803128,
P00640,NA,III,10.554272,9.127347,9.445736,-1.5459778,0.08591471,0.061396655,
P00641,NA,V,2.718024,6.555371,16.577715,1.5233566,0.5373496,0.59365296,
P00642,NA,V,3.4704218,6.899729,12.346103,1.039734,0.18191859,0.44451147,
P00643,NA,V,3.5771315,6.83915,12.638736,0.998813,0.22538213,0.7279828,
P00644,NA,V,4.989924,5.227386,12.028219,0.3737528,-0.043515775,0.25668874,
P00645,epsilon conotoxin,V,4.587599,4.2876024,13.123197,0.48207116,0.07001758,-0.19374877,
P00646,NA,V,2.4870071,6.85586,16.628735,1.5233566,0.5373496,0.59365296,
P00647,NA,V,4.6755633,4.436365,12.613011,0.9890324,0.040595733,-0.23497632,
P00648,NA,V,4.959555,5.205293,12.035566,0.3737528,-0.043515775,0.25668874,
P00649,epsilon conotoxin,V,5.5784283,6.012564,11.751978,-0.15584905,-0.16826822,-0.04689058,
P00650,NA,V,3.0854466,6.940046,12.728355,1.3684025,0.37625337,0.5958946,
P00651,NA,V,3.9227498,6.540642,12.900467,0.922763,0.37942973,0.7891685,
P00652,NA,V,4.634625,4.746082,12.433319,0.96829814,-0.01756843,0.09123799,
P00653,NA,V,4.0188913,6.54568,12.965485,0.922763,0.37942973,0.7891685,
P00654,NA,V,4.5762873,4.673004,12.490926,0.96829814,-0.01756843,0.09123799,
P00655,NA,V,4.703876,4.3199916,12.983916,0.56096125,0.110797256,-0.17419122,
P00656,NA,V,3.0894847,7.0282173,12.627682,1.3684025,0.37625337,0.5958946,
P00657,NA,V,3.1372828,6.9636383,12.6491995,1.3684025,0.37625337,0.5958946,
P00658,NA,V,3.6427143,7.0965495,13.087966,0.95183104,0.32933697,0.6518668,
P00659,NA,V,2.5733538,6.742994,16.382433,1.5233566,0.5373496,0.59365296,
P00660,NA,V,5.214321,5.72689,11.957285,0.12648855,-0.18537115,0.4442182,
P00661,NA,V,4.9791903,6.6572766,12.926031,0.35465148,-0.22225058,0.54952294,
P00662,NA,V,4.5592937,4.653257,12.7106285,0.62383515,-0.12004536,-0.0040771645,
P00663,NA,V,3.3729613,7.1109676,13.35017,0.97402245,0.37274635,0.31694254,
P00664,NA,V,2.5634427,6.880749,15.910916,1.4277213,0.47062603,0.53275317,
P00665,NA,V,2.6173048,6.7264633,16.437456,1.5233566,0.5373496,0.59365296,
P00667,NA,X,2.7586339,6.8234653,15.722038,1.3766792,0.65180516,0.6100117,
P00668,NA,NA,3.6355207,7.0798464,13.191858,0.95183104,0.32933697,0.6518668,
P00670,NA,V,4.871554,6.6398144,12.3921795,0.035212785,-0.035052765,0.47593132,
P00672,NA,V,3.7459714,7.2107143,13.081302,0.82863104,0.33417583,0.61059934,
P00673,NA,V,3.6827877,7.17743,13.101122,0.82863104,0.33417583,0.61059934,
P00674,NA,V,3.6363611,7.076673,13.02959,0.82863104,0.33417583,0.61059934,
P00675,NA,V,9.224582,1.2533119,19.616905,-0.04340776,0.14259648,0.07904119,
P00676,NA,V,9.318393,1.2621393,19.966509,0.23320125,0.052265808,-0.0064376714,
P00677,NA,V,9.565489,1.1853406,19.988033,0.23320125,0.052265808,-0.0064376714,
P00678,NA,V,9.421446,1.0509053,20.023544,0.23320125,0.052265808,-0.0064376714,
P00679,NA,XVI,9.497905,1.1416311,19.827019,0.23320125,0.052265808,-0.0064376714,
P00680,NA,V,9.632543,1.2909504,19.83038,-0.04340776,0.14259648,0.07904119,
P00681,NA,V,9.697103,0.96989644,19.773745,-0.04340776,0.14259648,0.07904119,
P00682,NA,V,9.411457,1.4184843,19.68592,-0.04340776,0.14259648,0.07904119,
P00691,NA,VI/VII,2.8478525,2.7422328,9.641047,1.1183935,-0.5509648,0.7475199,
P00692,NA,VI/VII,2.7526572,2.0618062,10.21016,1.4539102,-0.54962635,0.82771283,
P00693,NA,VI/VII,1.4204742,3.4826844,10.6773,1.7246492,-0.5689194,0.81769264,
P00694,NA,VI/VII,1.1678153,3.3792744,10.54432,1.7246492,-0.5689194,0.81769264,
P00695,NA,VI/VII,1.367328,3.4310086,10.569618,1.7246492,-0.5689194,0.81769264,
P00696,NA,VI/VII,1.2344847,3.2981598,10.467166,1.7246492,-0.5689194,0.81769264,
P00697,NA,VI/VII,1.4802637,2.9551105,10.291109,1.7477235,-0.5766522,0.7212405,
P00698,NA,VI/VII,1.4656429,2.9779787,10.249159,1.7477235,-0.5766522,0.7212405,
P00699,NA,VI/VII,2.8749537,1.8786345,10.114452,1.4539102,-0.54962635,0.82771283,
P00700,NA,VI/VII,2.409828,2.074766,10.124226,1.7532377,-0.29935494,1.0382657,
P00701,NA,VI/VII,11.855173,12.56852,11.89778,-2.461622,0.645089,-0.17751953,
P00702,NA,VI/VII,3.0536714,1.8324019,10.024664,1.4539102,-0.54962635,0.82771283,
P00703,NA,VI/VII,2.653457,3.4669821,9.689143,1.2336031,-0.46967694,0.748667,
P00704,NA,VI/VII,2.9025638,1.8644722,10.088668,1.4539102,-0.54962635,0.82771283,
P00705,NA,VI/VII,2.816942,2.2646542,9.8158045,1.3104787,-0.5450165,0.65863067,
P00706,gamma conotoxin,VI/VII,2.7727249,2.847554,9.887857,1.3455381,-0.5499906,0.7872801,
P00707,gamma conotoxin,VI/VII,2.7150006,2.8635504,9.859522,1.3455381,-0.5499906,0.7872801,
P00708,NA,VI/VII,2.374324,3.5911605,8.862907,0.6112855,-0.55192846,0.73924714,
P00710,NA,VI/VII,2.123251,3.5638676,8.878285,0.90112096,-0.5854516,0.6108949,
P00711,NA,VI/VII,1.9222184,3.467202,8.852127,1.2080774,-0.6302476,0.66444147,
P00712,NA,VI/VII,2.914533,3.2399046,9.340729,0.92906094,-0.49138418,0.75466824,
P00713,NA,VI/VII,2.9785213,2.0017333,9.998988,1.4539102,-0.54962635,0.82771283,
P00715,NA,VI/VII,2.6731703,1.5632508,10.268107,1.6184411,-0.42855164,0.8594468,
P00716,gamma conotoxin,VI/VII,2.901785,2.0341763,10.0798855,1.4539102,-0.54962635,0.82771283,
P00717,NA,VI/VII,1.978063,3.4702356,8.769537,1.3874538,-0.614817,0.71816593,
P00718,NA,VI/VII,2.9912808,2.0314152,9.99119,1.4539102,-0.54962635,0.82771283,
P00719,NA,VI/VII,0.20656472,10.208169,3.0060706,1.6011628,-0.009533235,-1.0077336,
P00720,NA,VI/VII,0.15977852,7.6347213,4.723312,1.3756931,0.24785073,-0.6154069,
P00721,NA,VI/VII,0.016361138,10.676748,2.601832,1.6011628,-0.009533235,-1.0077336,
P00722,NA,VI/VII,0.10092671,10.240979,2.9006782,1.6011628,-0.009533235,-1.0077336,
P00723,NA,VI/VII,-0.14405623,7.936516,6.585125,1.9776934,0.23728693,-0.6741289,
P00724,NA,VI/VII,-0.85361993,6.8647976,2.9700718,0.69751346,-0.4979935,-1.0255195,
P00725,NA,VI/VII,-1.3276502,7.7055063,6.7583976,2.3919547,0.7031454,-0.5322487,
P00726,NA,VI/VII,0.41096485,10.324906,2.6038754,1.2610431,-0.20486395,-0.9397569,
P00727,NA,VI/VII,-4.3003874,5.10983,7.3993654,2.7948031,1.6924593,-0.21094225,
P00728,NA,VI/VII,-4.440384,5.007106,7.305259,2.7948031,1.6924593,-0.21094225,
P00729,NA,VI/VII,-4.3309355,5.087174,7.452706,2.7948031,1.6924593,-0.21094225,
P00730,NA,VI/VII,0.5051536,4.0189867,6.955998,0.08499141,-0.09910356,0.16684851,
P00731,NA,VI/VII,0.39898226,4.0992794,7.075717,0.08499141,-0.09910356,0.16684851,
P00732,NA,VI/VII,0.5024833,4.0708714,7.0211077,0.08499141,-0.09910356,0.16684851,
P00733,NA,VI/VII,-3.6450427,5.0096297,7.8085785,2.6094697,1.3724608,-0.25010842,
P00734,NA,VI/VII,-3.4912379,4.9224763,7.6976123,2.6094697,1.3724608,-0.25010842,
P00735,NA,VI/VII,-3.176334,4.9915085,7.78408,2.3804379,1.1164368,-0.23073709,
P00736,NA,VI/VII,-3.5766807,4.96598,7.6650925,2.6094697,1.3724608,-0.25010842,
P00737,NA,VI/VII,-3.5604188,5.023164,7.689504,2.6094697,1.3724608,-0.25010842,
P00738,NA,VI/VII,-2.43707,5.704887,7.6232667,2.1438198,1.3994769,-0.45382383,
P00739,NA,VI/VII,-0.3435809,6.180178,7.7317033,1.4668878,0.18892588,0.046611734,
P00740,NA,VI/VII,4.5811596,2.7676618,6.527826,0.16834687,-0.040502165,-0.61244744,
P00741,NA,VI/VII,4.7851324,3.1562011,6.722728,0.040219396,-0.07235019,-0.37743536,
P00742,NA,VI/VII,-2.9967556,5.379917,7.492311,2.4399197,1.4387752,-0.23337024,
P00743,NA,VI/VII,-2.1885917,5.801871,7.5819016,2.2496817,1.2392733,-0.35051414,
P00744,NA,VI/VII,0.40116942,4.2140636,7.175966,0.2695099,-0.08393439,0.2125575,
P00745,NA,VI/VII,-2.1747444,5.904778,7.623421,2.2496817,1.2392733,-0.35051414,
P00746,NA,VI/VII,-2.254884,5.7783017,7.6735044,2.2496817,1.2392733,-0.35051414,
P00747,NA,VI/VII,0.510108,4.2489786,7.0913334,0.2695099,-0.08393439,0.2125575,
P00748,NA,VI/VII,-0.96212363,6.6252494,8.485226,2.3486307,0.35587576,-0.09425204,
P00749,NA,VI/VII,9.307842,7.305552,8.265597,-1.2117223,-0.21066426,0.28459725,
P00750,NA,VI/VII,9.391882,7.438082,8.336023,-1.4426084,-0.087824926,0.17864731,
P00751,NA,VI/VII,9.302237,7.51432,8.399929,-1.4426084,-0.087824926,0.17864731,
P00752,NA,VI/VII,9.319144,7.328433,8.277578,-1.2117223,-0.21066426,0.28459725,
P00753,NA,VI/VII,6.7967653,4.4118166,8.632801,0.0014950967,-0.49728796,0.10430122,
P00754,NA,VI/VII,6.6130776,4.1812577,8.46969,-0.17627731,-0.49095985,-0.15204988,
P00755,NA,VI/VII,6.6358833,4.281185,8.633927,-0.17627731,-0.49095985,-0.15204988,
P00756,NA,VI/VII,6.7881455,4.288879,8.686503,-0.17627731,-0.49095985,-0.15204988,
P00757,NA,VI/VII,9.623221,6.6736326,8.086599,-1.1533055,-0.28769147,0.06117214,
P00758,NA,VI/VII,6.6647944,4.272143,8.5900345,-0.17627731,-0.49095985,-0.15204988,
P00759,NA,VI/VII,9.126227,7.392361,8.846941,-1.3436799,0.06482553,0.60544103,
P00760,NA,VI/VII,9.078458,7.4552445,8.996138,-1.2816058,0.092182614,0.6038543,
P00761,NA,VI/VII,9.12002,7.428499,8.893018,-1.3436799,0.06482553,0.60544103,
P00762,NA,VI/VII,6.6316166,4.2052536,8.509993,-0.17627731,-0.49095985,-0.15204988,
P00763,NA,VI/VII,8.878246,6.588534,8.936718,-0.61539334,-0.28759363,0.32647163,
P00764,NA,VI/VII,9.389399,6.5596156,8.208196,-0.91903377,-0.4418909,0.12225087,
P00765,NA,VI/VII,8.7871895,6.6896715,8.8700075,-0.61539334,-0.28759363,0.32647163,
P00766,NA,VI/VII,8.792274,6.6421633,8.935882,-0.61539334,-0.28759363,0.32647163,
P00767,NA,VI/VII,9.513987,6.448361,8.556717,-1.0168264,-0.31560796,-0.1723204,
P00770,NA,IV,,,,,,,
P00771,mu conotoxin,IV,,,,,,,
P00780,NA,V,9.336327,1.2898659,19.811369,0.23320125,0.052265808,-0.0064376714,
P00785,NA,VI/VII,,,,,,,
P00788,NA,V,,,,,,,
P00789,NA,III,,,,,,,
P00790,NA,IV,,,,,,,
P00791,NA,III,,,,,,,
P00793,NA,XII,5.9914994,4.8763223,10.471207,0.2702564,-0.0029762394,0.52709687,
P00794,NA,XII,5.9468617,4.8910294,10.512449,0.2702564,-0.0029762394,0.52709687,
P00815,NA,XII,6.0477247,4.7526517,10.626682,1.0665445,-0.021432746,0.079297,
P00817,NA,XII,6.0608864,4.754082,10.611577,1.0665445,-0.021432746,0.079297,
P00820,omega conotoxin,VI/VII,-2.461126,4.6718364,9.13771,2.6094463,1.1846515,0.07508731,
P00821,NA,VI/VII,1.2438248,6.170517,7.3750496,1.1982566,-0.005753792,0.46384892,
P00822,omega conotoxin,VI/VII,,,,,,,
P00823,NA,IV,10.340544,3.83406,6.9536514,-0.053229958,-0.55140835,-0.2759384,
P00824,NA,VI/VII,0.41025823,6.2186594,6.282561,1.5749899,0.21234876,-0.32859012,
P00825,mu conotoxin,III,10.376863,3.930446,10.098647,-1.1351309,0.11620482,0.029003957,
P00826,NA,VI/VII,-0.041630328,8.620228,3.9379728,1.6317333,0.03286085,-0.7670026,
P00827,NA,VI/VII,-0.12831499,7.7965107,6.5315733,2.0060215,0.3691914,-0.42694333,
P00845,NA,XI,9.333451,9.899024,11.359314,-1.9391056,0.68425417,-0.33986828,
P00846,kappa conotoxin,VI/VII,11.812929,15.068925,11.709103,-1.7770475,0.35697025,-0.121962436,
P00847,NA,VI/VII,11.6525545,15.021634,11.676316,-1.7770475,0.35697025,-0.121962436,
P00848,NA,VI/VII,11.619273,14.981731,11.57401,-1.7770475,0.35697025,-0.121962436,
P00849,NA,VI/VII,11.724429,14.996637,11.570308,-1.7770475,0.35697025,-0.121962436,
P00850,NA,VI/VII,11.341635,13.126458,11.530206,-2.447778,1.0910537,-0.1904274,
P00852,NA,VI/VII,11.798991,15.06601,11.747974,-1.7770475,0.35697025,-0.121962436,
P00853,NA,VI/VII,11.805104,14.938408,11.600414,-1.7770475,0.35697025,-0.121962436,
P00854,NA,V,5.239929,5.7057323,11.94416,0.11566775,-0.103098966,0.29220787,
P00855,NA,V,4.731738,4.5238204,12.469697,1.2192999,0.06552052,-0.1159911,
P00856,NA,V,4.7048116,4.5643864,12.308786,1.2192999,0.06552052,-0.1159911,
P00857,NA,V,4.7758226,4.6213446,12.386311,0.9574625,0.024465756,-0.0061990097,
P00858,NA,V,4.842723,4.769074,12.135993,0.90902835,-0.18461743,0.012353523,
P00859,NA,V,4.717456,4.60194,12.429991,1.2192999,0.06552052,-0.1159911,
P00860,NA,V,5.314797,6.971778,13.3221855,0.43754676,-0.043648437,0.26652366,
P00861,NA,V,4.4444566,6.061982,12.455302,0.6512068,0.07911706,0.76242304,
P00862,omega conotoxin,VI/VII,-2.477929,4.6294775,9.069847,2.6094463,1.1846515,0.07508731,
P00863,omega conotoxin,VI/VII,-1.7338438,5.0410185,8.045723,2.2770815,0.95773786,-0.04464645,
P00864,omega conotoxin,VI/VII,-1.0142634,5.0815277,7.6149206,1.992706,0.5997459,0.0028036546,
P00865,omega conotoxin,VI/VII,-1.1266831,5.0723767,7.6410065,1.992706,0.5997459,0.0028036546,
P00866,omega conotoxin,VI/VII,-1.7194868,4.980929,8.157391,2.2770815,0.95773786,-0.04464645,
P00867,delta conotoxin,VI/VII,-1.0120207,8.101996,6.7479753,2.2977264,0.7113563,-0.62627655,
P00868,omega conotoxin,VI/VII,-0.21166213,6.8768024,6.1271,1.7534364,0.0034111387,-0.09769083,
P00869,omega conotoxin,VI/VII,-0.6005668,6.955652,5.7301216,2.0445077,0.21531387,-0.48326284,
P00870,omega conotoxin,VI/VII,-0.4400191,7.0365944,5.684482,2.0445077,0.21531387,-0.48326284,
P00871,omega conotoxin,VI/VII,-0.5516653,6.946283,5.807745,2.0445077,0.21531387,-0.48326284,
P00872,omega conotoxin,VI/VII,0.16386949,8.147594,4.76163,1.6650473,0.035020784,-0.7845443,
P00873,omega conotoxin,VI/VII,-0.32909244,7.430182,5.0152335,1.6837981,0.13650474,-0.32712734,
P00874,omega conotoxin,VI/VII,-2.5054274,4.7117534,8.991595,2.6094463,1.1846515,0.07508731,
P00875,omega conotoxin,VI/VII,-0.15019497,7.8782463,6.510723,1.9776934,0.23728693,-0.6741289,
P00876,omega conotoxin,VI/VII,-3.435588,5.8403735,8.010865,2.7546093,1.47776,-0.15567161,
P00877,NA,V,11.846835,13.20576,11.208888,-1.6497313,0.82864803,-0.041263994,
P00878,omega conotoxin,VI/VII,,,,,,,
P00879,NA,VI/VII,,,,,,,
P00880,NA,VI/VII,12.502696,12.624819,12.753004,-1.5545396,0.0018617711,-0.1759549,
P00881,NA,VI/VII,,,,,,,
P00882,NA,VI/VII,12.407655,12.421387,12.929752,-1.5545396,0.0018617711,-0.1759549,
P00883,NA,VI/VII,12.170858,12.669509,12.299922,-2.1370351,0.4957782,-0.25842094,
P00886,NA,VI/VII,12.503194,12.462377,12.859783,-1.5545396,0.0018617711,-0.1759549,
P00888,NA,VI/VII,12.409661,12.5558195,12.727874,-1.8701949,0.10350201,-0.21695313,
P00889,NA,VI/VII,12.270384,12.653664,12.51078,-1.9134958,0.12964267,-0.20136286,
P00911,NA,VI/VII,12.26624,12.646385,12.507456,-1.9768624,0.29154274,-0.09965315,
P00912,NA,VI/VII,12.495262,12.531192,12.825389,-1.5545396,0.0018617711,-0.1759549,
P00929,NA,VI/VII,12.596292,12.6758175,12.810652,-1.5545396,0.0018617711,-0.1759549,
P00932,NA,VI/VII,12.342762,12.570297,12.7231865,-1.5545396,0.0018617711,-0.1759549,
P00933,NA,VI/VII,12.555308,12.514386,12.821654,-1.5545396,0.0018617711,-0.1759549,
P00936,NA,VI/VII,12.14084,12.871234,12.424627,-2.1121833,0.4420597,0.040981643,
P00939,NA,VI/VII,12.463515,12.425353,12.933118,-1.5545396,0.0018617711,-0.1759549,
P00946,NA,VI/VII,11.933385,12.796868,12.125168,-2.3836296,0.639134,-0.08426053,
P00948,NA,VI/VII,28.350409,16.93474,13.035246,-1.2244831,0.10685844,-0.08962051,
P00953,NA,VI/VII,28.505554,16.814014,12.666944,-1.2244831,0.10685844,-0.08962051,
P00954,NA,VI/VII,28.196363,16.84384,12.883931,-1.2244831,0.10685844,-0.08962051,
P00956,NA,VI/VII,,,,,,,
P00958,NA,VI/VII,27.14209,16.449657,13.146162,-1.0158948,-0.000238173,-0.032968618,
P00959,NA,VI/VII,28.247654,16.762354,13.103031,-1.2244831,0.10685844,-0.08962051,
P00960,NA,VI/VII,28.552092,16.94089,12.77075,-1.2244831,0.10685844,-0.08962051,
P00961,NA,VI/VII,12.419619,13.307591,12.656575,-1.7079645,0.14629471,-0.097933926,
