id,pharmacologicalFamily,cysteineFramewrok,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P00633,NA,III,1.2584132,5.5574636,-2.2655673,-0.5648974,1.3428634,-0.029991742,
P00634,NA,III,2.082313,5.0323224,-2.6585393,-0.12523237,1.183237,-0.6955465,
P00635,NA,III,2.7800972,11.129785,1.0040668,2.5647342,-0.0789846,0.40397203,
P00636,NA,III,2.219601,4.8666162,-2.734192,-0.39748237,1.2953849,-0.25658095,
P00637,NA,III,3.0714836,9.378954,0.38722163,1.5898446,0.16805896,0.6551959,
P00638,NA,III,1.4461881,5.670583,-2.2438984,-0.51831305,1.2192005,-0.2805973,
P00639,NA,III,0.8301532,3.9576685,-0.55137455,-0.54138875,1.7181904,0.28579646,
P00640,NA,III,-0.10362222,3.9197762,-1.9620751,-0.89235383,1.5808415,0.086722195,
P00641,NA,V,1.0212519,6.816094,-0.63529396,0.06760578,1.3175181,-0.18022315,
P00642,NA,V,1.808059,7.837175,-0.24599354,1.2393457,0.76356155,0.41684428,
P00643,NA,V,1.2251124,7.135478,-0.67745554,0.4183791,1.0287728,0.37913656,
P00644,NA,V,2.1116676,10.041123,-0.24355115,2.2527835,0.20739748,1.8894153,
P00645,epsilon conotoxin,V,2.3754756,7.603721,-0.32006258,1.0668379,0.766873,-0.123447224,
P00646,NA,V,-0.33790916,6.8177967,-0.2900046,-0.40726757,1.565611,0.7053972,
P00647,NA,V,1.8640523,6.8243947,-0.51970464,0.04097346,0.97222906,-0.17768611,
P00648,NA,V,1.9917887,9.915303,-0.16701823,2.092884,0.24417731,1.6362118,
P00649,epsilon conotoxin,V,2.4541285,7.5453954,-0.2694741,1.0668379,0.766873,-0.123447224,
P00650,NA,V,0.3241613,6.1050887,0.2957899,-0.72345996,1.5037981,0.32749015,
P00651,NA,V,-0.113028005,6.8513703,-0.34581646,-0.7675155,1.5245622,0.7028695,
P00652,NA,V,-0.12592813,6.745559,-0.28353316,-0.7675155,1.5245622,0.7028695,
P00653,NA,V,0.5530156,7.399766,-0.08462327,0.2677496,1.1125152,1.3039327,
P00654,NA,V,0.03159956,6.9961433,-0.08632884,-0.42104542,1.2645041,0.9608933,
P00655,NA,V,0.06036263,7.007367,-0.13417673,-0.42104542,1.2645041,0.9608933,
P00656,NA,V,2.0040889,9.92977,0.018133571,1.4975526,0.56339794,1.5400343,
P00657,NA,V,2.3297455,11.183393,0.34849513,2.7534359,-0.20707841,0.86285484,
P00658,NA,V,2.0044503,11.208665,0.29861867,1.903931,0.36483687,1.0620672,
P00659,NA,V,3.5985146,9.037832,0.5889275,1.7166812,0.14648837,0.020786118,
P00660,NA,V,0.9793,6.8804774,-0.39565262,0.07088214,1.2065978,0.13439144,
P00661,NA,V,3.5336344,10.71831,0.36846894,2.819812,-0.3577258,0.8326776,
P00662,NA,V,2.0109425,11.15609,0.22440512,1.903931,0.36483687,1.0620672,
P00663,NA,V,1.5459838,7.628125,-0.121990144,0.8107595,0.72793037,0.7116732,
P00664,NA,V,0.07928851,6.0278425,0.55281097,-1.1033815,1.6894459,0.3261984,
P00665,NA,V,1.4701697,7.851685,-0.19681352,1.0950334,0.5346439,1.0886036,
P00667,NA,X,0.0033983416,4.847001,0.39790237,-0.5685461,1.5344411,0.28595406,
P00668,NA,NA,0.96019614,12.356898,0.8234616,2.1738966,0.21524163,0.06589285,
P00670,NA,V,0.7688091,6.786932,0.09196086,0.0689044,1.3942912,0.13431136,
P00672,NA,V,0.7170571,6.6899486,-0.2945171,-0.1889236,1.2639307,0.004459028,
P00673,NA,V,1.2422615,7.0190444,-0.6882855,0.20183305,1.1191733,0.23586851,
P00674,NA,V,1.110638,7.09778,-0.6668477,0.20183305,1.1191733,0.23586851,
P00675,NA,V,2.7717917,8.937339,2.6337721,1.6265652,-0.20771252,0.0018533057,
P00676,NA,V,2.9073746,8.908982,2.8701515,1.4555393,-0.3182698,-0.8346801,
P00677,NA,V,2.3951921,8.682356,0.346914,1.524358,0.22873372,1.1117749,
P00678,NA,V,1.9686186,8.76025,1.8881441,1.288914,0.23451343,1.10465,
P00679,NA,XVI,2.3004932,9.353897,0.3707325,1.9179796,0.107203685,1.2652245,
P00680,NA,V,3.9262564,10.785785,2.106878,2.4695263,-0.71410024,-0.6155224,
P00681,NA,V,3.9151757,10.889026,1.9251866,2.538404,-0.5981677,-0.54839814,
P00682,NA,V,2.4529507,8.563342,2.7228904,0.9263187,0.14563747,-0.320421,
P00691,NA,VI/VII,7.986923,4.283206,2.0641947,-0.5735522,-1.1070503,-0.33858958,
P00692,NA,VI/VII,8.010739,4.169363,2.0826538,-0.7198453,-0.9931279,-0.25571096,
P00693,NA,VI/VII,7.943019,4.488559,2.0952587,-0.5735522,-1.1070503,-0.33858958,
P00694,NA,VI/VII,8.41971,3.56295,1.98357,-1.3486947,-1.2318356,0.10604477,
P00695,NA,VI/VII,7.8662663,4.572156,1.3884571,-0.2322382,-0.87042403,-0.24281274,
P00696,NA,VI/VII,8.378641,4.1442695,2.2699084,-0.743886,-1.0883976,-0.05471884,
P00697,NA,VI/VII,8.871834,5.6725497,0.36224562,-1.1095667,-0.71799827,-0.22132716,
P00698,NA,VI/VII,8.849203,5.5165477,0.33321056,-1.229397,-0.71006846,-0.12903103,
P00699,NA,VI/VII,8.928428,5.824595,0.3393944,-1.1095667,-0.71799827,-0.22132716,
P00700,NA,VI/VII,7.879198,4.628665,1.6399046,-0.4944848,-0.9614443,-0.4669353,
P00701,NA,VI/VII,8.227707,4.1664886,1.888651,-0.65904367,-0.9991301,-0.2543674,
P00702,NA,VI/VII,8.31263,3.3542485,1.9927408,-1.4414912,-0.9245271,-0.12891555,
P00703,NA,VI/VII,8.142693,4.4950547,1.5774252,-0.33291996,-1.0811013,-0.43371427,
P00704,NA,VI/VII,8.381216,4.4127955,1.6035681,-0.8106818,-0.978313,-0.28884134,
P00705,NA,VI/VII,8.318836,3.9214113,2.0541987,-1.0422218,-1.023507,0.03536433,
P00706,gamma conotoxin,VI/VII,8.609351,2.764996,2.8565035,-1.7675989,-1.4177655,0.53086317,
P00707,gamma conotoxin,VI/VII,8.620726,2.771002,2.930027,-1.7675989,-1.4177655,0.53086317,
P00708,NA,VI/VII,9.053815,3.105624,3.2817388,-1.6022396,-1.2475737,0.30346775,
P00710,NA,VI/VII,9.177758,3.0564578,3.2341855,-1.5725068,-1.1967647,0.21792981,
P00711,NA,VI/VII,8.803517,2.9811466,1.9959472,-1.4655869,-1.0871463,0.004156283,
P00712,NA,VI/VII,8.287832,3.35012,2.143513,-1.0602094,-1.1370292,0.1006777,
P00713,NA,VI/VII,8.321209,3.491755,2.4223711,-1.1184437,-1.1634036,0.037714407,
P00715,NA,VI/VII,10.641162,3.9865577,3.3005674,-1.5997143,-0.8278525,-0.022163386,
P00716,gamma conotoxin,VI/VII,8.2792,3.1307375,2.4249303,-1.5891293,-1.303033,0.25477374,
P00717,NA,VI/VII,8.957354,3.3572125,2.0412955,-1.1542947,-0.7230674,-0.056715548,
P00718,NA,VI/VII,7.9569936,4.1870155,1.8099682,-0.81007373,-1.0228984,-0.2497979,
P00719,NA,VI/VII,10.998037,6.7690353,-1.3282444,-1.7337346,-0.8122769,0.15372726,
P00720,NA,VI/VII,10.982991,6.7613525,-1.2030475,-1.4370842,-0.7516397,-0.066084355,
P00721,NA,VI/VII,11.159394,6.5071106,-1.2548739,-1.4862946,-0.53207237,0.18183717,
P00722,NA,VI/VII,10.8468075,6.6463943,-1.3835331,-1.4714744,-0.7293976,-0.05949481,
P00723,NA,VI/VII,9.711944,6.5988464,-1.3664906,-1.2724988,-0.82032,-0.036286283,
P00724,NA,VI/VII,10.60219,6.093998,-1.9704148,-1.6982253,-1.007104,0.5437008,
P00725,NA,VI/VII,10.739271,6.5114,-1.566991,-1.5222473,-0.8065273,0.11729497,
P00726,NA,VI/VII,8.790748,6.1165457,0.45888996,-0.302161,-0.64362293,-0.38693884,
P00727,NA,VI/VII,8.665872,1.3257678,3.4484277,-1.7773281,-1.5837104,0.7111643,
P00728,NA,VI/VII,8.759369,1.1817951,3.4180608,-1.7773281,-1.5837104,0.7111643,
P00729,NA,VI/VII,8.767615,1.1131642,3.38689,-1.8270755,-1.6137629,0.7083515,
P00730,NA,VI/VII,10.490962,6.664058,3.2538984,-1.4321916,-0.87394196,-0.09327343,
P00731,NA,VI/VII,10.350901,6.731521,3.1623068,-1.2838298,-0.88973933,-0.26385993,
P00732,NA,VI/VII,6.606628,6.601403,2.031895,0.26100957,-0.32177648,-1.0185384,
P00733,NA,VI/VII,8.092591,6.114623,-0.35543564,1.0359262,-0.98465306,0.56835985,
P00734,NA,VI/VII,8.530394,5.88729,-0.7474618,0.23321056,-0.98390806,0.16479915,
P00735,NA,VI/VII,9.041907,5.5322437,-0.9957032,-0.58613604,-0.977584,-0.017780853,
P00736,NA,VI/VII,9.187379,5.3013773,-1.3693265,-0.8707497,-0.8900771,0.12683587,
P00737,NA,VI/VII,8.83964,5.6031823,-0.63706833,-0.20013748,-0.909485,0.06815349,
P00738,NA,VI/VII,9.288167,6.6617565,2.4603562,-0.7423798,-0.96672946,-0.37334839,
P00739,NA,VI/VII,9.367254,6.8261595,2.552496,-0.9086474,-0.9739244,-0.17598699,
P00740,NA,VI/VII,10.730207,6.833656,3.4684894,-1.4599892,-1.084241,0.07711059,
P00741,NA,VI/VII,10.451058,6.3226204,3.3259137,-1.5095266,-1.1196755,0.29409114,
P00742,NA,VI/VII,9.021863,6.6417484,0.8241155,-0.5502755,-0.89684296,-0.50273365,
P00743,NA,VI/VII,9.142717,2.914553,4.358708,-1.9864314,-1.3041822,0.662773,
P00744,NA,VI/VII,9.255176,2.938174,4.2458878,-1.9314959,-1.3283731,0.64290845,
P00745,NA,VI/VII,9.13263,2.9618857,4.2657213,-1.9852713,-1.3611418,0.65946746,
P00746,NA,VI/VII,9.161201,3.359423,3.7187862,-1.4420925,-1.3842392,0.37393543,
P00747,NA,VI/VII,9.163055,3.426331,3.6708684,-1.4609796,-1.3356411,0.32263404,
P00748,NA,VI/VII,8.966642,6.844795,1.152032,-0.66125524,-1.0081201,-0.41737562,
P00749,NA,VI/VII,5.4182086,7.930323,1.5605115,0.9649481,0.0019646133,-1.0020914,
P00750,NA,VI/VII,5.592532,8.037604,1.7405555,1.001747,0.017616233,-1.0245274,
P00751,NA,VI/VII,5.2800226,7.728332,1.6535461,0.98151696,0.13907242,-1.1254799,
P00752,NA,VI/VII,5.2344613,8.538186,1.7359959,1.5811907,-0.35312346,-0.8977743,
P00753,NA,VI/VII,5.753152,8.931506,1.9739429,1.5363907,-0.46224374,-1.1445932,
P00754,NA,VI/VII,5.6909275,8.667103,2.1683805,1.0846007,-0.311853,-1.4289775,
P00755,NA,VI/VII,5.764001,8.7017565,2.170928,1.0899305,-0.29947215,-1.5111792,
P00756,NA,VI/VII,5.72718,8.737235,2.1293433,1.0696682,-0.33885807,-1.4432408,
P00757,NA,VI/VII,5.6621847,8.550495,1.6791527,1.1782833,-0.21766512,-0.97823334,
P00758,NA,VI/VII,5.901102,8.818976,2.1925874,1.3683602,-0.43379658,-1.3671134,
P00759,NA,VI/VII,5.4515996,9.090953,1.6329763,1.7471697,-0.42729324,-0.62925744,
P00760,NA,VI/VII,5.631088,9.052447,1.5740913,1.4580821,-0.37954688,-0.76364356,
P00761,NA,VI/VII,5.438927,8.867942,1.6052386,1.649429,-0.38365233,-0.72380805,
P00762,NA,VI/VII,5.7783012,8.64222,2.0906131,1.0696682,-0.33885807,-1.4432408,
P00763,NA,VI/VII,5.357416,8.501332,1.8133168,1.4035659,-0.23864807,-1.0520025,
P00764,NA,VI/VII,5.088374,8.49871,1.7543004,1.6375237,-0.26534608,-1.0064558,
P00765,NA,VI/VII,4.9059563,7.705323,1.6348616,1.0112493,-0.029578673,-1.0489087,
P00766,NA,VI/VII,5.287108,7.9367723,1.7868979,0.98834276,-0.046668094,-1.1116781,
P00767,NA,VI/VII,4.943176,7.719764,1.6706108,1.0112493,-0.029578673,-1.0489087,
P00770,NA,IV,-0.399993,4.439653,-0.6171679,-0.7221421,1.3995317,0.09726122,
P00771,mu conotoxin,IV,-1.4160182,4.341978,-0.71867,-0.98248315,1.3912092,0.298304,
P00780,NA,V,3.0014791,8.989086,2.805929,1.4555393,-0.3182698,-0.8346801,
P00785,NA,VI/VII,5.667599,9.282717,1.5856838,1.9474041,-0.6036735,-0.5218607,
P00788,NA,V,2.5592523,8.420614,2.9019737,0.4453248,0.4490946,-0.7282722,
P00789,NA,III,1.0332588,5.3699055,-3.3246217,-0.5414764,1.3382268,-0.09040871,
P00790,NA,IV,3.230222,10.667458,0.51345545,2.6909049,-0.3538291,0.6522982,
P00791,NA,III,0.24623506,4.958511,-0.88211906,-0.4866862,1.2426807,-0.26764825,
P00793,NA,XII,5.958735,6.673632,0.36645985,0.9072427,-0.09080674,-1.0184134,
P00794,NA,XII,6.2527084,6.5670547,0.55643874,0.732287,-0.19835708,-0.9728575,
P00815,NA,XII,7.261606,6.222919,0.9076385,-0.24557944,-0.30226067,-0.67081064,
P00817,NA,XII,7.016997,6.258677,1.0047863,-0.098028585,-0.22562806,-0.7111152,
P00820,omega conotoxin,VI/VII,11.168608,3.7592568,2.1437309,-1.4851263,-0.8222569,0.22966155,
P00821,NA,VI/VII,8.874447,6.894299,1.3504033,-0.5252946,-0.9493537,-0.54818326,
P00822,omega conotoxin,VI/VII,11.451124,3.8530564,1.3412364,-1.179084,-0.9305459,-0.12888023,
P00823,NA,IV,2.7912447,8.148086,-0.087992564,1.492064,0.4676828,0.14779739,
P00824,NA,VI/VII,10.117736,2.86216,3.6324003,-1.5307076,-1.2665585,0.43222088,
P00825,mu conotoxin,III,2.0447838,4.9878225,0.41888604,-0.0738891,1.1599263,-0.4699402,
P00826,NA,VI/VII,8.325291,6.008463,-0.16104065,0.54837275,-0.5932758,0.40150476,
P00827,NA,VI/VII,3.4374032,11.106081,0.0492956,2.351656,-0.700624,1.689357,
P00845,NA,XI,9.321321,5.563962,1.432547,-0.48680624,-0.6583856,0.004801865,
P00846,kappa conotoxin,VI/VII,9.954347,3.639903,3.725356,-1.1833857,-1.1306907,0.147365,
P00847,NA,VI/VII,10.766038,5.850625,-1.1012793,-1.3561541,-0.86692655,0.255564,
P00848,NA,VI/VII,10.546786,5.792322,-1.0888853,-1.3159225,-0.8520698,0.22712597,
P00849,NA,VI/VII,10.546664,5.6255383,-0.9254132,-1.2752088,-0.8208077,0.2004854,
P00850,NA,VI/VII,8.460036,5.395351,0.87238556,-0.35770702,-0.7543852,-0.3710576,
P00852,NA,VI/VII,8.788576,5.316368,0.97150105,-0.6322894,-0.5980983,-0.3739981,
P00853,NA,VI/VII,11.006591,3.3781803,3.2076187,-1.6673307,-0.88286334,0.13827758,
P00854,NA,V,-0.1147802,6.306931,0.21439293,-0.9351763,1.5420827,0.28420085,
P00855,NA,V,2.3558488,7.0890937,0.52086663,0.7929111,0.8817278,-0.57921445,
P00856,NA,V,2.533367,7.558773,0.23085605,1.4783101,0.54261774,-0.33400163,
P00857,NA,V,2.0155077,8.306783,-0.102256864,1.5664791,0.52954495,0.74807966,
P00858,NA,V,1.9112128,8.808649,0.04850005,1.4889472,0.6181991,0.6024106,
P00859,NA,V,1.2953401,7.1446633,0.10915716,0.84714234,1.0883261,0.23192622,
P00860,NA,V,2.116155,10.254878,-0.40053758,2.4655576,-0.013866439,2.0319338,
P00861,NA,V,1.2480265,6.5129666,-0.16758479,0.117907815,1.021552,-0.16828963,
P00862,omega conotoxin,VI/VII,11.7011795,3.824717,1.5347518,-1.5338049,-1.0616227,0.13102168,
P00863,omega conotoxin,VI/VII,11.830283,3.4039366,2.888539,-1.7334791,-0.7576221,0.37478435,
P00864,omega conotoxin,VI/VII,11.540524,3.240103,0.968711,-1.5642338,-0.85761815,0.1251847,
P00865,omega conotoxin,VI/VII,8.572715,5.2299128,0.59336805,-0.60933644,-0.58927923,-0.32784218,
P00866,omega conotoxin,VI/VII,8.209194,5.677077,0.71931446,-0.49814138,-0.6482658,-0.44783044,
P00867,delta conotoxin,VI/VII,9.777594,5.3749003,-0.87442255,-1.1919091,-0.8122107,-0.03791005,
P00868,omega conotoxin,VI/VII,9.962221,5.268211,-2.8253267,-1.6396567,-1.1752337,0.55292994,
P00869,omega conotoxin,VI/VII,9.2078285,2.0688457,2.1336157,-2.0217268,-1.3268654,0.585061,
P00870,omega conotoxin,VI/VII,9.255605,2.3079765,2.0059981,-1.7636857,-1.3347757,0.41372913,
P00871,omega conotoxin,VI/VII,10.905294,6.7479467,-1.22276,-1.553009,-0.8602063,0.11312988,
P00872,omega conotoxin,VI/VII,10.315695,5.302128,-1.9145551,-1.5366946,-0.86998147,0.31446788,
P00873,omega conotoxin,VI/VII,9.494776,6.6039567,-0.9157543,-1.1513706,-1.0345459,-0.09510268,
P00874,omega conotoxin,VI/VII,11.875578,3.3428745,2.9381242,-1.7934049,-0.7854615,0.4197476,
P00875,omega conotoxin,VI/VII,10.339191,6.1477165,-0.9796958,-1.2412289,-0.8028913,0.042759802,
