id,pharmacologicalFamily,cysteineFramewrok,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P00409,alpha conotoxin,I,-1.0219824,3.22551,0.75036144,0.4263764,-0.7288068,-0.05819155,
P00410,alpha conotoxin,I,-0.6808442,6.497313,4.9138646,1.0279745,-0.30178797,0.40710485,
P00499,NA,I,-1.5292002,5.096617,1.3975114,0.3918887,-0.71287584,0.1357918,
P00511,NA,I,-0.85254115,4.804065,4.9598713,1.5317326,0.9232502,0.12354975,
P00512,NA,I,-0.52902013,4.7234216,7.261179,2.405679,1.5683436,-0.76652896,
P00513,NA,I,-0.8743882,4.7818394,7.6149626,2.306556,1.7226427,-0.786835,
P00541,NA,I,-1.3630899,4.5047145,1.7978936,0.6915551,-0.5675733,0.09542418,
P00542,NA,I,-1.4570788,3.327021,1.1219382,0.14532518,-0.7939738,0.20438306,
P00543,alpha conotoxin,I,-1.2884091,4.1576877,5.806189,1.9081604,2.0866246,-0.87419164,
P00544,NA,I,-1.0556108,4.2785735,5.3471866,2.25921,0.92680055,-0.5598487,
P00545,NA,I,-3.5023038,4.4107656,2.9731658,0.45840737,-0.5892668,-0.08020651,
P00546,NA,I,-1.05858,5.0449214,3.2310734,1.7046369,0.6588468,-0.39996567,
P00547,NA,I,-0.54147524,3.6298032,2.8999374,0.9873669,-0.27099797,0.14795557,
P00548,NA,NA,-1.2523655,5.697808,1.9850992,0.88826424,-0.38802314,-0.0061496114,
P00549,NA,NA,-1.2355149,2.861911,1.6812534,0.4875748,-0.7224003,0.06495875,
P00551,NA,I,-0.8147628,3.926545,2.0431795,0.69395673,-0.5131638,0.1779394,
P00552,NA,I,0.8174117,2.3246226,2.9391782,0.025999777,-0.4066088,0.19121887,
P00553,NA,I,0.9536353,2.271566,3.0252578,0.20866239,-0.23752783,0.115462795,
P00554,NA,I,-0.7079136,4.8106146,4.9351554,1.4908946,0.8770968,0.3097441,
P00555,NA,NA,-0.73638767,4.5657578,7.2482557,2.2297199,1.7806259,-0.73366183,
P00556,NA,I,-1.3790873,4.560573,6.741939,2.497816,1.9571803,-0.65239906,
P00557,alpha conotoxin,I,-1.4470831,4.5204616,6.4332113,2.265778,2.0011418,-0.4229402,
P00558,NA,I,-0.8660932,4.5932717,6.2630353,2.1802266,1.6795962,-0.19459023,
P00559,NA,I,-0.6000702,6.3301344,4.979891,1.1717982,-0.20472156,0.6455116,
P00560,NA,I,-0.39113513,4.876288,6.1402726,2.223164,1.0619645,-0.08433928,
P00561,NA,I,-0.6889317,6.4596252,5.036335,1.0160346,-0.28581852,0.5510394,
P00562,alpha conotoxin,I,-2.5012736,4.9180245,4.549128,1.4044434,0.39141992,0.11215522,
P00563,NA,IV,-0.6808364,5.4534903,5.8151155,1.6621588,0.83136207,0.09730737,
P00564,NA,IV,-1.1506761,4.9951105,5.7897754,2.0667634,1.4211732,-0.092062,
P00565,NA,IV,-1.2186174,5.005839,5.9993224,2.1502607,1.6334819,-0.12346233,
P00566,NA,I,-0.4734849,4.120709,5.4153075,2.0077178,0.9232106,0.0076859845,
P00567,NA,I,-0.6312496,6.6549373,4.896083,0.94312847,-0.29274955,0.5185232,
P00568,NA,I,-0.7499573,6.4936843,4.620302,0.725517,-0.42854568,0.5308357,
P00569,NA,I,-0.84638023,4.756794,6.5309896,2.2678115,1.303293,-0.17424233,
P00570,alpha conotoxin,I,-3.3986738,4.262061,2.9990659,0.4298762,-0.6291559,-0.03608018,
P00571,NA,I,-3.386109,4.4242287,3.0805132,0.5276027,-0.5248502,-0.09415304,
P00573,NA,I,-1.6390773,4.290778,6.4231277,2.2602327,1.984745,-0.69890314,
P00574,NA,I,-0.6331775,6.1382217,5.163579,1.3281771,0.07064269,0.38486877,
P00593,alpha conotoxin,I,-0.9639825,4.8944287,5.807408,2.0257328,1.6179597,-0.14990608,
P00596,NA,VI/VII,11.768278,2.143476,3.5575652,-1.9780998,0.6032158,-0.42624035,
P00597,mu conotoxin,VI/VII,9.441599,-0.27931726,-0.16376695,-1.7565022,0.31152824,-0.29790592,
P00598,delta conotoxin,VI/VII,12.169916,0.679603,-1.7595545,-2.1907806,0.42197224,-0.48158598,
P00599,NA,VI/VII,11.60472,0.35820776,-0.65922314,-1.9474707,0.22895747,-0.40316305,
P00600,NA,VI/VII,11.741774,0.61773,-1.131178,-2.1579425,0.4054368,-0.4089266,
P00601,NA,VI/VII,9.88565,0.2811102,7.782022,-1.8948406,0.44654608,-0.17620681,
P00602,NA,VI/VII,9.660648,0.22190653,8.002141,-1.674718,0.46692118,-0.20215361,
P00603,NA,VI/VII,10.261497,-0.2727588,7.620895,-1.4980346,0.48999077,-0.16785878,
P00604,NA,VI/VII,9.3415165,1.7303675,7.879691,-1.473535,0.3039893,0.07359749,
P00605,NA,VI/VII,9.8902445,0.22882074,6.692278,-1.2418401,0.43205523,0.06402274,
P00606,NA,VI/VII,9.61272,0.53450096,7.835108,-1.728555,0.4344646,-0.073298045,
P00607,NA,VI/VII,10.035177,0.9278376,7.0723224,-1.3707703,0.36798856,-0.023883052,
P00608,NA,IX,2.8357744,2.6678445,2.0813944,0.19690076,-0.31031135,0.4083311,
P00609,NA,IX,2.9257221,2.535068,2.0299132,0.07467729,-0.394525,0.39872262,
P00610,NA,III,0.7360433,-1.9865342,2.4896,0.2324341,-0.79032165,-0.3127036,
P00611,NA,III,0.96019596,-2.5028806,2.0844624,-0.14582029,-0.77809966,-0.6151152,
P00612,NA,III,1.2534441,-2.8528323,2.1353698,-0.24153666,-0.81944764,-0.5781586,
P00613,NA,III,0.9772108,-2.5440352,1.4125284,-0.29913202,-0.85663146,-0.45530298,
P00614,NA,III,0.89965665,-1.6878669,2.9726198,-0.015443601,-0.7018627,-0.3423304,
P00615,NA,III,0.7927395,-2.1968517,2.099799,0.05859408,-0.7505429,-0.4871077,
P00616,NA,III,-1.7303982,-2.3748996,0.3689438,0.08526565,-0.8004881,-0.43737066,
P00617,NA,III,0.24334437,-1.5033168,1.8493266,0.18041079,-0.55432504,-0.34179708,
P00618,mu conotoxin,IV,1.3489118,-1.9247346,2.2346408,-0.08213912,-0.74883574,-0.40328154,
P00619,NA,III,1.0708879,-2.6639264,1.6956222,-0.18414219,-0.7668915,-0.6273198,
P00620,NA,III,1.4777237,-2.8955224,1.9914902,-0.3754132,-0.9186659,-0.6081025,
P00621,NA,III,-0.18578935,-2.733368,3.4959013,0.16174512,-0.9255647,-0.33794162,
P00622,NA,III,-0.28459433,-2.7757697,3.5360532,0.0785579,-0.80683935,-0.4227688,
P00623,NA,III,-0.07099256,-2.8243728,3.467514,0.024356809,-0.9149627,-0.38205254,
P00624,NA,III,0.45129037,-2.825928,2.937898,-0.023957143,-0.87477684,-0.48615843,
P00625,NA,III,0.024721922,-2.546394,3.04653,0.0104089435,-0.8926415,-0.34600008,
P00626,NA,III,-0.23495847,-2.946644,3.733228,0.088379435,-0.8961781,-0.3499054,
P00627,NA,III,0.025996862,-2.4585464,3.118424,0.07216528,-0.8727563,-0.4017154,
P00628,NA,III,0.00637559,-2.5545838,3.1983378,0.022865318,-0.9036163,-0.34931272,
P00629,NA,III,-2.3172197,-0.32174522,2.517607,0.27962652,-0.5638396,-0.21837513,
P00630,NA,III,-2.2564037,0.27216157,3.2924423,0.6863627,-0.3966357,-0.14228444,
P00631,NA,III,-2.7309418,-0.40167007,3.2182486,0.30760545,-0.6775535,-0.17552331,
P00632,NA,III,-3.027691,-0.37739274,2.633991,0.3322007,-0.73765045,-0.20608675,
P00633,NA,III,-3.4216192,-0.7124502,2.6734624,0.20441037,-0.81002796,-0.21324188,
P00634,NA,III,-4.0122576,-1.0326464,2.678084,0.26714653,-0.79899794,-0.15338232,
P00635,NA,III,-1.6581326,0.4101052,2.7402499,0.45869875,-0.743225,0.117826864,
P00636,NA,III,-2.69588,-0.04090106,2.5537605,0.38494733,-0.66653526,-0.035538312,
P00637,NA,III,-2.4340436,-1.2332565,2.7071795,0.20558234,-0.65081716,-0.34460846,
P00638,NA,III,-3.7188294,-1.0804106,2.791651,0.077154644,-0.7418978,-0.39911202,
P00639,NA,III,-2.7196207,-1.5889617,2.5075514,0.1156988,-0.80101055,-0.4122951,
P00640,NA,III,-3.4955068,-0.9368862,2.151892,0.07742482,-0.8172795,-0.3398099,
P00641,NA,V,-3.171366,2.2804945,0.31054318,0.15833677,-0.75651956,-0.22850993,
P00642,NA,V,-2.4316285,1.1295125,-0.43722737,0.02369117,-0.8032066,-0.12974574,
P00643,NA,V,-3.2414944,2.575395,0.848095,0.58828056,-0.5245433,-0.17097856,
P00644,NA,V,-2.5342023,1.5377297,-0.5665055,-0.054340422,-0.84884214,-0.31081992,
P00645,epsilon conotoxin,V,-2.0603182,1.9537886,1.6771147,0.6978931,-0.61839545,-0.026663186,
P00646,NA,V,-1.8389405,1.5728399,-0.15037312,0.1998424,-0.76337105,-0.23791713,
P00647,NA,V,-2.4261007,1.525846,0.4096559,0.3104688,-0.8187656,-0.12673832,
P00648,NA,V,-2.6466608,1.530117,-0.3131879,0.04522534,-0.86600316,-0.23234862,
P00649,epsilon conotoxin,V,-1.6575905,2.344394,2.654222,1.137333,-0.1857053,-0.07664617,
P00650,NA,V,-3.5507398,2.9008822,0.25011286,0.042042997,-0.85609704,-0.1977655,
P00651,NA,V,-2.2748613,1.8549714,0.8594708,0.5063639,-0.5385249,-0.25150844,
P00652,NA,V,-2.0984154,1.9872645,1.1985034,0.535792,-0.5264385,0.008759993,
P00653,NA,V,-2.3082604,1.9266917,1.0702176,0.4848118,-0.54560626,-0.26184675,
P00654,NA,V,-2.0453467,1.8470465,1.2465082,0.6976185,-0.4438505,-0.01703902,
P00655,NA,V,-2.05105,1.7233428,1.2301834,0.6254154,-0.5504005,-0.09575427,
P00656,NA,V,-3.2720115,2.4404812,0.39510962,0.14060266,-0.9107443,-0.176563,
P00657,NA,V,-3.0093486,2.2259119,0.66209435,0.39165512,-0.7396785,-0.0850209,
P00658,NA,V,-2.8158953,1.4714214,0.23328614,0.17899746,-0.81755114,-0.35633853,
P00659,NA,V,-3.5805695,2.7820492,0.23451142,0.1245435,-0.73795253,-0.25518835,
P00660,NA,V,-1.0001866,3.4557154,4.313492,1.4802632,0.40596357,-0.40781364,
P00661,NA,V,-0.8605731,3.6149597,4.3074217,1.5967189,0.17367333,-0.14231896,
P00662,NA,V,-2.6230829,1.8687259,-0.25794706,0.035731323,-0.91986865,-0.27708292,
P00663,NA,V,-2.4175196,1.5374272,-0.4513566,-0.03392976,-0.85775447,-0.2526537,
P00664,NA,V,-2.1045256,1.6895127,-0.43181592,-0.052438524,-0.915793,-0.34103894,
P00665,NA,V,-2.361219,1.7727308,-0.44988054,-0.10823897,-0.77304375,-0.290028,
P00667,NA,X,-2.7740881,2.1163619,0.47687048,0.34943834,-0.685842,-0.23552424,
P00668,NA,NA,-1.6599716,2.3099527,3.4841976,1.0828936,-0.21147712,-0.3569055,
P00670,NA,V,-2.8427505,1.7241764,-0.07414034,0.10333639,-0.897096,-0.11665342,
P00672,NA,V,-2.5141647,1.8644288,0.07669299,0.22358833,-0.8058076,-0.16152053,
P00673,NA,V,-2.8646152,2.0065832,-0.16145255,0.09407086,-0.803386,-0.39210764,
P00674,NA,V,-2.7676823,1.9623362,-0.45136166,-0.20396696,-0.89854854,-0.44054413,
P00675,NA,V,-2.3063326,2.412259,3.1279972,1.1668344,0.055465907,0.17133701,
P00676,NA,V,-2.6520035,2.1874452,2.9610996,0.8814325,-0.24536906,0.18700834,
P00677,NA,V,-2.3829925,2.1790674,2.636494,0.78249806,-0.48535773,0.13622235,
P00678,NA,V,-2.6105487,1.7041363,2.17342,0.22857195,-0.7260016,-0.08240439,
P00679,NA,XVI,-2.4128087,1.3799471,1.8392396,0.28333932,-0.638867,-0.20800199,
P00680,NA,V,-2.2458608,1.8635715,2.7735884,0.81617963,-0.46066454,0.034716863,
P00681,NA,V,-2.3740299,1.7910451,2.8844793,0.91876334,-0.34556696,0.023365984,
P00682,NA,V,-2.4376786,1.9806485,2.9537206,0.7614879,-0.3483235,-0.17743008,
P00691,NA,VI/VII,5.359,0.052462887,2.205166,-1.0631815,0.16808796,0.37380886,
P00692,NA,VI/VII,5.4490814,-0.02072568,2.1112182,-1.0296848,0.10955284,0.38130343,
P00693,NA,VI/VII,5.3706346,0.44278538,2.087527,-0.7938152,0.10011136,0.445302,
P00694,NA,VI/VII,5.518107,0.496133,1.819609,-0.8845177,0.1396167,0.5112017,
P00695,NA,VI/VII,5.3492,0.8025121,2.2670019,-0.6605511,-0.08267436,0.37791,
P00696,NA,VI/VII,5.622271,0.78349495,2.4178393,-0.81811625,-0.009884094,0.55020577,
P00697,NA,VI/VII,5.9516,0.64368945,1.832604,-0.7920279,-0.045877088,0.44242808,
P00698,NA,VI/VII,6.023644,0.47444934,1.7789657,-0.8859682,-0.0043689315,0.38975087,
P00699,NA,VI/VII,5.8741403,0.50558966,1.9470719,-0.98147583,-0.1036439,0.45345378,
P00700,NA,VI/VII,5.522751,0.5190268,2.0267036,-0.8170656,0.12839374,0.46258938,
P00701,NA,VI/VII,5.670418,1.3831507,1.9602152,-0.51473725,0.25378114,0.74643147,
P00702,NA,VI/VII,5.617443,0.38840094,2.5311668,-1.0027224,-0.035713036,0.28718475,
P00703,NA,VI/VII,5.2418895,0.7038709,2.6408715,-0.7420287,0.017205734,0.28316125,
P00704,NA,VI/VII,5.4352264,0.8251387,2.54519,-0.7657986,-0.005837653,0.39288875,
P00705,NA,VI/VII,5.532856,0.49402303,2.6214075,-0.8873695,-0.015932115,0.28630504,
P00706,gamma conotoxin,VI/VII,5.447702,-0.14327003,2.2054405,-1.2719153,0.13982797,0.23505543,
P00707,gamma conotoxin,VI/VII,5.457532,-0.38051608,1.915547,-1.2535032,0.13648568,0.32139176,
P00708,NA,VI/VII,5.4712806,-0.23027422,1.6204947,-0.9399788,0.06981653,0.45253542,
P00710,NA,VI/VII,5.6097198,-0.26028877,1.6450608,-0.9417923,0.057563767,0.44616568,
P00711,NA,VI/VII,5.758353,-0.040062647,1.6117654,-1.0041156,-0.06410764,0.41151834,
P00712,NA,VI/VII,5.9488487,-0.3677724,2.4393656,-1.1859789,0.14726329,0.43343794,
P00713,NA,VI/VII,5.817522,-0.5529781,2.3418963,-1.2199618,0.11937968,0.41296104,
P00715,NA,VI/VII,5.752279,0.13457341,2.6572635,-1.1603385,-0.06910148,0.19983573,
P00716,gamma conotoxin,VI/VII,5.728006,-0.21160327,2.33401,-1.0320467,0.023826076,0.48349562,
P00717,NA,VI/VII,5.6212544,-0.0855236,1.47735,-0.82332224,-0.06511904,0.33488896,
P00718,NA,VI/VII,5.3463016,0.53444856,2.5415177,-0.9527,-0.038810216,0.25550428,
P00719,NA,VI/VII,9.990503,0.7116835,0.3549643,-1.640343,0.29892528,-0.23245606,
P00720,NA,VI/VII,9.604938,0.8531808,0.5069117,-1.4489697,0.1517986,-0.23541805,
P00721,NA,VI/VII,10.218424,0.5912568,0.52499396,-1.6933476,0.28650594,-0.31853464,
P00722,NA,VI/VII,9.995741,0.7489936,0.24610908,-1.6398894,0.2801388,-0.30317527,
P00723,NA,VI/VII,9.423644,0.17940076,1.1051023,-1.331356,0.2693419,-0.2516866,
P00724,NA,VI/VII,10.3653145,0.25568843,0.68781996,-1.5572008,0.36008802,-0.4562273,
P00725,NA,VI/VII,9.808103,1.0067438,-0.036626443,-1.4930848,0.14342812,-0.24075839,
P00726,NA,VI/VII,9.949354,0.9754181,0.320528,-1.5012635,0.28265545,-0.17635638,
P00727,NA,VI/VII,12.194048,1.2559959,3.0710034,-2.2814403,0.8318922,-0.5346193,
P00728,NA,VI/VII,12.07743,1.3162584,3.1463034,-2.2498538,0.85448784,-0.5179423,
P00729,NA,VI/VII,12.0552435,1.2934351,3.1270278,-2.277405,0.8435681,-0.5128195,
P00730,NA,VI/VII,9.777568,-0.7325134,3.6197906,-1.7252002,0.39791754,-0.092792235,
P00731,NA,VI/VII,9.658299,-0.56979126,3.5263052,-1.5716794,0.3808684,-0.13770008,
P00732,NA,VI/VII,9.213146,0.43766114,2.876829,-0.79592365,0.24607997,-0.18027624,
P00733,NA,VI/VII,11.623653,0.32964122,0.8183006,-1.8345721,0.5172924,-0.31192282,
P00734,NA,VI/VII,11.617862,0.23285754,0.9056761,-1.8845958,0.5715291,-0.35188565,
P00735,NA,VI/VII,11.528099,0.14477658,0.96920353,-1.7616361,0.6022573,-0.35686898,
P00736,NA,VI/VII,11.803202,0.3191186,0.7784988,-2.0054052,0.5351446,-0.45055237,
P00737,NA,VI/VII,11.696689,0.20110998,0.7110235,-1.9593426,0.55486196,-0.35640532,
P00738,NA,VI/VII,10.036065,-0.64850575,3.8562708,-1.8196664,0.65167075,-0.26504505,
P00739,NA,VI/VII,9.930968,-0.13093452,3.582691,-1.4504972,0.6283509,-0.08958901,
P00740,NA,VI/VII,9.780727,-0.74096155,3.862796,-1.5369098,0.4976245,0.008774795,
P00741,NA,VI/VII,9.990115,-0.6648706,3.8232853,-1.6387203,0.49492416,-0.15183626,
P00742,NA,VI/VII,10.025795,0.6164917,2.0029838,-1.4263715,0.48055407,-0.34951633,
P00743,NA,VI/VII,12.281885,1.0679867,2.814358,-2.1841838,0.7315865,-0.23602706,
P00744,NA,VI/VII,12.105578,0.92209363,2.8588655,-1.9742306,0.6868024,-0.270261,
P00745,NA,VI/VII,12.213247,1.1384587,2.9819303,-2.2070482,0.7552017,-0.23803136,
P00746,NA,VI/VII,12.120989,1.0173322,2.9313066,-2.0130641,0.86678743,-0.24329168,
P00747,NA,VI/VII,11.841532,0.71789837,3.1290352,-1.7686782,0.83573866,-0.2506134,
P00748,NA,VI/VII,9.330002,1.0149325,2.0645165,-0.9214683,0.5315088,-0.14514403,
P00749,NA,VI/VII,1.7750232,2.4056458,3.4703975,0.52913904,-0.12800439,0.37377575,
P00750,NA,VI/VII,1.6360974,2.3603773,3.645876,0.6001349,-0.12082586,0.36528695,
P00751,NA,VI/VII,1.6901891,2.4090493,3.6148336,0.6059449,-0.05434271,0.4016496,
P00752,NA,VI/VII,1.4743521,2.6620839,3.5931053,0.754781,0.02343813,0.29765186,
P00753,NA,VI/VII,1.773856,2.132638,3.6940615,0.50722694,-0.30627927,0.151947,
P00754,NA,VI/VII,2.023104,2.2232432,3.5043912,0.40236634,-0.29970455,0.3358113,
P00755,NA,VI/VII,1.933422,2.2499845,3.6565726,0.5362339,-0.29554906,0.34841496,
P00756,NA,VI/VII,1.9768316,2.3134701,3.5873842,0.35761252,-0.33074865,0.33609104,
P00757,NA,VI/VII,1.6581303,2.0678809,3.7478619,0.6131972,-0.14128047,0.2090383,
P00758,NA,VI/VII,1.8720853,2.0902126,3.5447414,0.47886714,-0.31037357,0.30043516,
P00759,NA,VI/VII,1.2486978,2.3356936,3.8963022,0.83223814,-0.036702648,0.19218984,
P00760,NA,VI/VII,1.5862017,2.1604466,3.9581258,0.64810395,-0.13649893,0.19427072,
P00761,NA,VI/VII,1.4197671,2.3423424,4.0553436,0.80967855,-0.06841567,0.22319566,
P00762,NA,VI/VII,2.0014567,2.3015153,3.626314,0.35370347,-0.32084724,0.32486796,
P00763,NA,VI/VII,1.3581886,2.5657327,3.9285667,0.8724717,0.021092208,0.2192083,
P00764,NA,VI/VII,1.1984763,2.7280195,3.873464,0.90605867,0.026709592,0.299056,
P00765,NA,VI/VII,1.4898404,2.7542253,3.6283245,0.6020291,-0.11470683,0.22402295,
P00766,NA,VI/VII,1.5686421,2.6326425,3.7889204,0.70436776,-0.00956772,0.22550525,
P00767,NA,VI/VII,1.1344713,3.053862,3.666184,0.7979015,-0.091263205,0.21946791,
P00770,NA,IV,-0.32423565,6.0892563,4.425799,0.82124,-0.37129852,0.49796304,
P00771,mu conotoxin,IV,-0.57775074,-0.8039464,2.9054625,0.48892292,-0.5732633,0.39391947,
P00780,NA,V,-2.6541142,2.1134622,2.9571657,0.74966836,-0.36633563,0.16936944,
P00785,NA,VI/VII,-1.6140059,4.601418,5.4484353,1.8266383,1.933728,0.041398454,
P00788,NA,V,-1.0504576,3.9424446,6.0557737,2.0342886,1.7452126,-0.40065345,
P00789,NA,III,-0.064490415,6.583692,4.507283,0.2091051,0.14895439,1.0914785,
P00790,NA,IV,-0.33741546,3.898423,5.597682,2.0439699,0.98769873,0.22488289,
P00791,NA,III,-0.29020992,6.478092,4.457088,0.8252124,-0.23333597,0.8063512,
P00793,NA,XII,7.542013,1.5012429,2.686656,0.44816247,0.16568723,0.23541024,
P00794,NA,XII,7.581977,1.4520378,2.6501932,0.3909571,0.17084253,0.25532892,
P00815,NA,XII,8.322594,1.0566981,2.5206723,-0.569543,0.101668455,0.08200824,
P00817,NA,XII,8.338128,1.0202345,2.5428677,-0.53170276,0.09382409,0.06495318,
P00820,omega conotoxin,VI/VII,11.265519,1.7130967,3.557657,-1.8767263,0.66182077,-0.38985792,
P00821,NA,VI/VII,9.423108,0.9989242,2.12284,-0.882253,0.48394403,-0.27073243,
P00822,omega conotoxin,VI/VII,5.9044576,3.4654224,1.8814459,-0.6259193,1.2297364,1.5942003,
P00823,NA,IV,0.11828222,-1.123535,2.5029058,0.57784444,-0.4480071,-0.3163983,
P00824,NA,VI/VII,11.979087,1.1657029,2.92742,-1.9637206,0.6476338,-0.25747526,
P00825,mu conotoxin,III,0.90778387,-0.33436263,2.1714501,0.3295032,-0.5484305,-0.21200404,
P00826,NA,VI/VII,9.609475,0.60997826,0.92037284,-1.2407781,0.14890169,-0.35993707,
P00827,NA,VI/VII,9.553467,0.5207952,0.8877133,-1.148538,0.12677057,-0.2837237,
P00845,NA,XI,5.2153554,4.3761606,3.6862168,-0.6837065,-0.19204786,0.76909274,
P00846,kappa conotoxin,VI/VII,10.777137,0.68499786,7.070521,-1.3721272,0.4796348,-0.20343229,
P00847,NA,VI/VII,10.976232,1.2036303,6.3013086,-1.309043,0.26809466,-0.13493472,
P00848,NA,VI/VII,11.1329365,1.383891,6.237029,-1.2392234,0.36024824,-0.13121438,
P00849,NA,VI/VII,11.055203,1.2669239,6.278382,-1.2418629,0.330338,-0.1672516,
P00850,NA,VI/VII,4.6034827,2.875158,2.3570263,0.2764155,0.3839474,0.7890144,
P00852,NA,VI/VII,11.16188,1.3388447,6.348665,-1.2175218,0.44067344,-0.1909325,
P00853,NA,VI/VII,10.838686,1.3646914,6.153774,-1.3867908,0.25099972,-0.030271195,
P00854,NA,V,-2.1374311,1.4509149,0.37361026,0.42618948,-0.8778874,-0.16309042,
P00855,NA,V,-2.5652611,0.97486794,-0.4520327,0.06319262,-0.8644853,-0.15561917,
P00856,NA,V,-2.6215215,0.9420105,-0.50290537,0.01290635,-0.9112595,-0.12785971,
P00857,NA,V,-2.4431057,1.101637,0.15296188,0.33820194,-0.79504687,-0.039150894,
P00858,NA,V,-2.3779414,0.93325037,0.015762454,0.22169787,-0.8367916,-0.057034012,
P00859,NA,V,-2.533797,0.99550074,0.17638232,0.27838916,-0.8276179,-0.008668999,
P00860,NA,V,-1.8267956,1.3164167,0.26194793,0.41189396,-0.5958292,-0.33450308,
P00861,NA,V,-2.857249,2.1148322,2.752398,0.52567565,-0.59542376,0.15726227,
P00862,omega conotoxin,VI/VII,11.72762,1.6655941,3.520938,-2.0412135,0.80111194,-0.384918,
P00863,omega conotoxin,VI/VII,11.784434,2.1321814,3.553121,-1.9361303,0.56583375,-0.3436217,
P00864,omega conotoxin,VI/VII,11.429249,1.8684183,3.4789608,-1.9374722,0.5864663,-0.32323936,
P00865,omega conotoxin,VI/VII,10.546945,0.8775181,3.040818,-1.4573221,0.5366522,-0.1449582,
P00866,omega conotoxin,VI/VII,10.6897545,1.0582716,3.1017194,-1.5424149,0.48287687,-0.12089545,
P00867,delta conotoxin,VI/VII,10.526641,-0.3062967,0.71990865,-1.6421747,0.26796427,-0.23123315,
P00868,omega conotoxin,VI/VII,11.452854,0.73088825,-0.32777745,-2.0066829,0.31415838,-0.4431762,
P00869,omega conotoxin,VI/VII,12.239191,-0.7301243,-0.39592522,-2.1060398,0.3346638,-0.36096373,
P00870,omega conotoxin,VI/VII,12.198164,-0.7767826,-0.30133533,-1.9397336,0.30239257,-0.33669618,
P00871,omega conotoxin,VI/VII,9.359551,1.023128,0.24034573,-1.4510098,0.16572821,-0.2480465,
