id,pharmacologicalFamily,cysteineFramewrok,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P00410,alpha conotoxin,I,2.8391407,5.040831,6.818588,-0.36990735,1.4742781,-0.16304657,
P00499,NA,I,2.2515123,4.072513,8.195958,-1.0082264,1.4599832,0.038485005,
P00511,NA,I,2.7425425,5.6594925,6.3382955,0.08870765,1.2001591,-0.73011214,
P00512,NA,I,2.4077926,6.8203936,5.6480274,0.6548194,1.217446,-0.29748926,
P00513,NA,I,2.9164624,5.717539,7.078698,-0.3157754,1.1306463,-0.5777006,
P00541,NA,I,2.1294796,3.929699,7.653956,-0.9891289,1.59054,0.280662,
P00542,NA,I,3.237985,8.736788,2.8080719,1.8481697,-0.2184217,0.40220302,
P00543,alpha conotoxin,I,2.2986476,7.2342873,5.5763235,1.8355166,0.60503215,0.43614188,
P00544,NA,I,2.3925107,6.8179374,5.693189,0.6548194,1.217446,-0.29748926,
P00545,NA,I,2.3334317,2.2086172,5.637507,-0.74182993,1.7173136,0.0008159627,
P00546,NA,I,2.759187,4.1977854,7.225477,-0.5348502,1.5483905,-0.07576687,
P00547,NA,I,2.0137575,5.8147,3.9353049,0.65967226,0.8030569,-0.13495573,
P00548,NA,NA,2.4860046,9.317376,3.749784,2.3280172,0.16971172,0.12453686,
P00549,NA,NA,3.807286,9.436192,2.2053936,2.6715863,-0.7474412,1.1952769,
P00551,NA,I,2.621035,5.5229983,6.27342,0.08870765,1.2001591,-0.73011214,
P00552,NA,I,3.3847585,6.261003,6.040957,0.29135346,0.45505062,-0.76953804,
P00553,NA,I,3.7641084,6.550843,5.322624,0.7415386,0.3253022,-0.68367326,
P00554,NA,I,2.7490613,5.688024,6.3172097,0.08870765,1.2001591,-0.73011214,
P00555,NA,NA,2.484885,9.338724,3.7503138,2.3280172,0.16971172,0.12453686,
P00556,NA,I,2.7674072,5.564905,6.465223,-0.07566136,1.3229293,-0.64343,
P00557,alpha conotoxin,I,,,,,,,
P00558,NA,I,3.0625255,4.3183026,8.194374,-1.0264363,1.4928839,0.139569,
P00559,NA,I,2.9232442,4.376537,7.912972,-0.8910293,1.5124446,0.0019594452,
P00560,NA,I,3.062424,3.8815913,8.427478,-1.3197443,1.5290501,0.47350755,
P00561,NA,I,2.8448474,3.264441,7.8506913,-1.0381129,1.577364,0.05238306,
P00562,alpha conotoxin,I,2.3531299,2.0344927,5.5720267,-0.7039575,1.6788566,-0.08759498,
P00563,NA,IV,2.669857,6.6077433,4.4542255,0.7651589,1.0286151,-0.30867362,
P00564,NA,IV,3.1826153,7.8026743,3.9211087,2.001061,0.0045218673,-0.17875749,
P00565,NA,IV,3.2673218,7.5430655,4.1273813,1.40867,0.27123228,-0.7458584,
P00566,NA,I,2.6426358,5.3495,7.0351806,-0.31776172,1.2593133,-0.35534576,
P00567,NA,I,2.9373763,3.72782,8.71546,-1.345963,1.592582,0.4656662,
P00568,NA,I,2.7406158,3.5494332,8.094675,-1.2116116,1.5291101,0.4244534,
P00569,NA,I,2.5749326,3.6625152,6.694101,-0.68949056,1.5232959,0.15105008,
P00570,alpha conotoxin,I,2.4463577,1.9656765,5.5398116,-0.7039575,1.6788566,-0.08759498,
P00571,NA,I,2.2941787,2.2046583,5.5914655,-0.74182993,1.7173136,0.0008159627,
P00573,NA,I,2.2367525,6.100171,3.3968344,0.8310687,0.60763794,-0.049221896,
P00574,NA,I,2.3445096,4.7360435,7.658346,-0.6607046,1.3442427,-0.14954963,
P00593,alpha conotoxin,I,,,,,,,
P00596,NA,VI/VII,12.95588,4.5355754,2.570371,-1.7499009,-0.7004377,0.37136132,
P00597,mu conotoxin,VI/VII,7.8957458,2.8904498,0.5468651,-1.1802211,-1.0031172,-0.05802139,
P00598,delta conotoxin,VI/VII,9.578855,-0.32348198,1.3908428,-2.0190377,-1.1281657,0.69707215,
P00599,NA,VI/VII,8.013533,2.5443976,1.8650734,0.0805854,-0.82154995,0.1030653,
P00600,NA,VI/VII,8.596649,0.83804595,1.5587574,-1.3685145,-0.6969584,0.55075467,
P00601,NA,VI/VII,12.252475,7.245946,4.1857696,-2.096511,-1.1411753,0.57480943,
P00602,NA,VI/VII,11.576709,6.627598,4.7698,-1.8136821,-0.9481784,0.46251476,
P00603,NA,VI/VII,12.492584,6.2047424,4.639769,-1.7334887,-1.0948137,0.33024237,
P00604,NA,VI/VII,11.246634,5.740481,6.3247952,-1.6857388,-1.4757465,0.6696465,
P00605,NA,VI/VII,11.334174,6.8925257,3.1478052,-1.3839481,-0.95695674,-0.12879486,
P00606,NA,VI/VII,10.941414,6.119553,5.2066336,-1.9421585,-1.2651337,0.69534135,
P00607,NA,VI/VII,11.328214,6.6363087,2.5776043,-1.3359003,-1.1373906,-0.06804751,
P00608,NA,IX,8.232414,6.010893,3.2233608,-0.73312473,-0.26025668,-0.216222,
P00609,NA,IX,8.3206215,6.0015807,3.1103275,-0.75433606,-0.22158912,-0.16467154,
P00610,NA,III,-0.96512806,2.6915965,1.1480892,-1.1255357,1.7476348,0.6815376,
P00611,NA,III,-0.9582555,2.7051296,1.1798333,-1.1255357,1.7476348,0.6815376,
P00612,NA,III,,,,,,,
P00613,NA,III,-2.0072403,2.54195,1.251555,-1.439002,1.6283891,0.7621916,
P00614,NA,III,-2.1794977,5.6412683,3.7925103,-0.90465766,1.4121906,-0.043995548,
P00615,NA,III,-1.3061601,3.9435782,1.0603806,-0.67855406,1.6067847,0.052939966,
P00616,NA,III,-2.7379794,3.7089639,0.12679718,-1.4494462,1.7921505,0.9736861,
P00617,NA,III,0.72447693,3.5492342,3.3149543,-0.6504191,1.5765471,0.068360046,
P00618,mu conotoxin,IV,-0.7074636,2.1704419,2.8047476,-0.8887171,1.489573,0.30038843,
P00619,NA,III,,,,,,,
P00620,NA,III,,,,,,,
P00621,NA,III,-0.85411805,1.4273188,-0.6662944,-1.3214644,1.7400404,0.76897645,
P00622,NA,III,-0.636375,1.4857124,-0.56218386,-1.0524652,1.6701037,0.44817096,
P00623,NA,III,-0.81837523,1.470789,-0.38188884,-1.3222477,1.7584296,0.8470113,
P00624,NA,III,-0.8402854,1.6487209,-0.3570654,-1.3222477,1.7584296,0.8470113,
P00625,NA,III,-0.82410574,1.6802154,-0.19416079,-1.4444195,1.6327525,0.90892106,
P00626,NA,III,-0.7985856,1.5981405,-0.36818016,-1.3222477,1.7584296,0.8470113,
P00627,NA,III,-0.9538478,1.8481386,0.08613917,-1.3791941,1.6913159,0.7594557,
P00628,NA,III,-0.8338635,1.7530802,-0.0800357,-1.4444195,1.6327525,0.90892106,
P00629,NA,III,-0.1258438,4.936244,3.6034205,-0.2394838,1.2469726,-0.13147354,
P00630,NA,III,-0.69922936,3.8982089,3.0635283,-0.46501583,1.4968706,0.25850233,
P00631,NA,III,-0.87131554,4.0881777,2.9111009,-0.55343425,1.3629498,0.09332267,
P00632,NA,III,0.44290575,4.9163227,3.511868,0.070828326,1.2619525,-0.0025473307,
P00633,NA,III,-0.7455477,5.1156783,3.5750773,-0.46803492,1.4694824,0.060960196,
P00634,NA,III,-1.0920393,5.777207,2.837819,-0.03709965,1.3220384,-0.64013624,
P00635,NA,III,2.4142046,9.721797,3.379475,2.607081,-0.0688479,0.50548935,
P00636,NA,III,-1.1472242,5.9576173,2.4148076,-0.30435002,1.4180893,-0.18898487,
P00637,NA,III,2.621682,8.0128975,3.1077347,1.6520314,0.18523358,0.6473951,
P00638,NA,III,-0.94084364,5.3193707,3.4861987,-0.423128,1.3491114,-0.21535426,
P00639,NA,III,,,,,,,
P00640,NA,III,-0.908047,3.2541718,3.6057775,-0.7833428,1.7195538,0.23668115,
P00641,NA,V,,,,,,,
P00642,NA,V,,,,,,,
P00643,NA,V,,,,,,,
P00644,NA,V,,,,,,,
P00645,epsilon conotoxin,V,,,,,,,
P00646,NA,V,,,,,,,
P00647,NA,V,,,,,,,
P00648,NA,V,,,,,,,
P00649,epsilon conotoxin,V,,,,,,,
P00650,NA,V,,,,,,,
P00651,NA,V,,,,,,,
P00652,NA,V,,,,,,,
P00653,NA,V,,,,,,,
P00654,NA,V,,,,,,,
P00655,NA,V,,,,,,,
P00656,NA,V,,,,,,,
P00657,NA,V,,,,,,,
P00658,NA,V,,,,,,,
P00659,NA,V,3.2742658,7.98159,3.0193708,1.7801559,0.17381667,0.004428849,
P00660,NA,V,,,,,,,
P00661,NA,V,2.935797,9.601814,2.7207968,2.854915,-0.37594238,0.937356,
P00662,NA,V,,,,,,,
P00663,NA,V,,,,,,,
P00664,NA,V,,,,,,,
P00665,NA,V,,,,,,,
P00667,NA,X,,,,,,,
P00668,NA,NA,,,,,,,
P00670,NA,V,,,,,,,
P00672,NA,V,,,,,,,
P00673,NA,V,,,,,,,
P00674,NA,V,,,,,,,
P00675,NA,V,3.0438266,8.499776,5.468201,1.4661083,-0.1221446,-0.19636786,
P00676,NA,V,3.1416514,8.588911,5.366828,1.5245472,-0.20781343,-0.704529,
P00677,NA,V,2.0553515,7.6002793,3.1978083,1.5669106,0.19098832,1.0744683,
P00678,NA,V,1.9588883,7.9554543,4.4452724,1.3377115,0.21064171,1.1833513,
P00679,NA,XVI,2.0178418,8.252889,3.3061872,1.9540055,0.05272686,1.2612841,
P00680,NA,V,3.9450657,10.128517,4.2288084,2.519415,-0.64132667,-0.49049684,
P00681,NA,V,3.738203,10.019701,4.0901647,2.5896602,-0.52742046,-0.411014,
P00682,NA,V,2.674467,8.143605,5.397377,1.0050703,0.2195309,-0.25459793,
P00691,NA,VI/VII,8.773691,5.600824,4.011135,-0.5468233,-0.9710212,-0.36139163,
P00692,NA,VI/VII,8.889174,5.448438,4.2953405,-0.69144803,-0.85726136,-0.28264177,
P00693,NA,VI/VII,8.847898,5.4733806,4.0871725,-0.5468233,-0.9710212,-0.36139163,
P00694,NA,VI/VII,9.513096,4.9300833,4.578653,-1.3307035,-1.1067957,0.021712363,
P00695,NA,VI/VII,8.538232,5.0409465,3.892107,-0.19729692,-0.762738,-0.34866095,
P00696,NA,VI/VII,9.369545,5.4358044,4.018246,-0.7197092,-0.9609664,-0.060570896,
P00697,NA,VI/VII,8.731974,4.0185947,1.8243883,-1.0703701,-0.5818637,-0.3487187,
P00698,NA,VI/VII,8.673504,4.054898,2.2419949,-1.1935482,-0.5753751,-0.24634363,
P00699,NA,VI/VII,8.616364,4.0155616,1.9838247,-1.0703701,-0.5818637,-0.3487187,
P00700,NA,VI/VII,8.72782,5.3087726,3.9297407,-0.46323735,-0.8226643,-0.5148925,
P00701,NA,VI/VII,9.118813,5.3128877,4.0735497,-0.6319577,-0.8702745,-0.29538265,
P00702,NA,VI/VII,9.372902,5.0717974,4.838911,-1.4142295,-0.78066146,-0.1791011,
P00703,NA,VI/VII,9.152071,4.936207,3.6822612,-0.4317856,-0.87750304,-0.21616584,
P00704,NA,VI/VII,9.133522,4.9958067,3.807327,-0.7753873,-0.85811853,-0.36869422,
P00705,NA,VI/VII,9.263873,5.481952,4.3715153,-1.0123845,-0.89407253,-0.0075917467,
P00706,gamma conotoxin,VI/VII,10.553888,5.5671887,5.5056477,-1.8121986,-1.1908858,0.524212,
P00707,gamma conotoxin,VI/VII,10.490149,5.563956,5.4636846,-1.8121986,-1.1908858,0.524212,
P00708,NA,VI/VII,11.085795,5.816559,5.0406623,-1.5247319,-0.9875622,0.25419843,
P00710,NA,VI/VII,11.129141,5.8149753,5.075048,-1.5247319,-0.9875622,0.25419843,
P00711,NA,VI/VII,9.952144,4.643491,4.9226637,-1.4644902,-0.93656576,-0.011907633,
P00712,NA,VI/VII,9.489679,5.1503797,4.725316,-1.0451216,-1.0247418,-0.0073499265,
P00713,NA,VI/VII,9.631655,5.51257,4.7021527,-1.1010609,-1.0465556,-0.040908717,
P00715,NA,VI/VII,11.853672,5.793852,3.715541,-1.5628537,-0.66898793,-0.018254146,
P00716,gamma conotoxin,VI/VII,9.846959,5.428605,5.1331844,-1.6211636,-1.1215594,0.27691934,
P00717,NA,VI/VII,9.979244,4.63986,4.5950756,-1.1201979,-0.6071679,-0.17282684,
P00718,NA,VI/VII,8.862177,5.13336,4.3219447,-0.7811773,-0.8911365,-0.334278,
P00719,NA,VI/VII,9.497646,2.199775,-0.2814886,-1.7050033,-0.6641248,0.10643362,
P00720,NA,VI/VII,9.553555,2.3763187,-0.2863278,-1.3979278,-0.60106975,-0.08114805,
P00721,NA,VI/VII,9.629362,2.0307832,-0.00484414,-1.447233,-0.40002456,0.105158,
P00722,NA,VI/VII,9.522398,2.2422557,-0.0417594,-1.4402542,-0.5784722,-0.100105315,
P00723,NA,VI/VII,8.472614,2.493686,0.75187975,-1.2422328,-0.685589,-0.123033464,
P00724,NA,VI/VII,8.996179,1.3058294,0.41185126,-1.6831582,-0.9012405,0.41930088,
P00725,NA,VI/VII,9.317637,1.9288093,0.024868144,-1.4934311,-0.6632735,0.05419189,
P00726,NA,VI/VII,8.495675,4.118478,1.8015677,-0.2562238,-0.52489257,-0.4693274,
P00727,NA,VI/VII,11.218297,5.806946,6.3554564,-1.7748724,-1.4633718,0.6723705,
P00728,NA,VI/VII,11.199778,5.7644114,6.4833703,-1.7748724,-1.4633718,0.6723705,
P00729,NA,VI/VII,11.086203,5.574491,6.600656,-1.8278278,-1.4931238,0.6506541,
P00730,NA,VI/VII,10.678985,6.9208713,1.2552366,-1.3917954,-0.7194765,-0.08624596,
P00731,NA,VI/VII,10.481971,6.9365077,1.257803,-1.2449923,-0.73217875,-0.26471174,
P00732,NA,VI/VII,6.9610987,6.4637256,2.5448515,0.3344932,-0.17148654,-0.9778547,
P00733,NA,VI/VII,7.6138577,3.7243056,2.0297732,1.0568984,-0.9556661,0.48259538,
P00734,NA,VI/VII,8.043039,3.1366944,1.9758976,0.26062736,-0.9145576,0.031191653,
P00735,NA,VI/VII,8.495941,2.5927565,1.899324,-0.55849487,-0.87227964,-0.14940931,
P00736,NA,VI/VII,8.557265,2.0870392,1.922585,-0.84616673,-0.7848942,0.007198108,
P00737,NA,VI/VII,8.449046,3.0138159,2.006602,-0.16967207,-0.82312566,-0.052298773,
P00738,NA,VI/VII,9.340496,6.327505,1.6023608,-0.7047235,-0.8164792,-0.36395234,
P00739,NA,VI/VII,9.513163,6.407184,1.4038986,-0.8763227,-0.83897674,-0.22266304,
P00740,NA,VI/VII,10.859595,7.140749,1.1611819,-1.4332802,-0.9285206,0.10321088,
P00741,NA,VI/VII,10.755651,6.8205137,1.6824329,-1.4882498,-0.9825232,0.28862864,
P00742,NA,VI/VII,8.788599,4.755719,1.3185897,-0.5090189,-0.7604076,-0.58481646,
P00743,NA,VI/VII,11.272219,6.7332563,5.477418,-1.973055,-1.165557,0.71074605,
P00744,NA,VI/VII,11.23713,6.736752,5.386436,-1.920677,-1.1870854,0.69412625,
P00745,NA,VI/VII,11.169214,6.712496,5.346702,-1.974849,-1.2250323,0.69219637,
P00746,NA,VI/VII,10.914851,6.468381,4.888759,-1.4278582,-1.2624899,0.3478883,
P00747,NA,VI/VII,10.949832,6.3917036,4.8834147,-1.4468527,-1.2070376,0.30352238,
P00748,NA,VI/VII,8.538196,5.160606,1.3009348,-0.6244126,-0.8591484,-0.45148885,
P00749,NA,VI/VII,5.6119404,7.205453,3.6474278,1.0451639,0.107581615,-1.041564,
P00750,NA,VI/VII,5.5481367,7.4018006,3.6614726,1.0821682,0.121348396,-1.0491498,
P00751,NA,VI/VII,5.4174104,7.1939974,3.7898128,1.0680759,0.25335568,-1.1441424,
P00752,NA,VI/VII,5.254006,7.7592344,3.6780343,1.6540406,-0.2594453,-0.8841751,
P00753,NA,VI/VII,5.791557,8.245128,3.5887458,1.5921102,-0.36733547,-1.1558317,
P00754,NA,VI/VII,5.7218165,8.277967,3.8335817,1.1560981,-0.17404528,-1.3802128,
P00755,NA,VI/VII,5.8478856,8.261684,3.827695,1.1536568,-0.16522725,-1.4587321,
P00756,NA,VI/VII,5.7841973,8.14893,3.8126338,1.1411871,-0.1994327,-1.3937978,
P00757,NA,VI/VII,5.699916,7.7938166,3.5854547,1.2465099,-0.11225825,-0.93278074,
P00758,NA,VI/VII,5.922823,8.327484,3.7375274,1.4289587,-0.31823355,-1.3561208,
P00759,NA,VI/VII,5.247533,8.364247,3.264102,1.7991438,-0.36610207,-0.6448796,
P00760,NA,VI/VII,5.548933,8.253889,3.2587829,1.5179675,-0.3012971,-0.7171569,
P00761,NA,VI/VII,5.342816,8.072023,3.4687903,1.7059181,-0.31441098,-0.7508503,
P00762,NA,VI/VII,5.840195,8.127242,3.8784788,1.1411871,-0.1994327,-1.3937978,
P00763,NA,VI/VII,5.410081,7.8263683,3.8859673,1.4732065,-0.13601069,-1.0605178,
P00764,NA,VI/VII,5.160411,7.787926,3.7832446,1.7142748,-0.17175414,-0.98832536,
P00765,NA,VI/VII,5.0607367,7.007651,3.86269,1.0965515,0.084973164,-1.0511185,
P00766,NA,VI/VII,5.428414,7.290359,3.878562,1.0662827,0.07613561,-1.0790286,
P00767,NA,VI/VII,5.0819926,6.924783,3.8763053,1.0965515,0.084973164,-1.0511185,
P00770,NA,IV,-0.39092055,2.8777373,2.8630965,-0.6227498,1.5003484,0.09916357,
P00771,mu conotoxin,IV,-0.76755166,2.2182283,2.8416367,-0.8887171,1.489573,0.30038843,
P00780,NA,V,3.1872427,8.506497,5.2819777,1.5245472,-0.20781343,-0.704529,
P00785,NA,VI/VII,5.422229,8.4877405,3.1226046,1.9892846,-0.5646508,-0.5525524,
P00788,NA,V,2.8920767,8.058478,5.456839,0.5340465,0.56929743,-0.61121637,
P00789,NA,III,-1.847187,5.4288344,3.6553721,-0.45548755,1.4561557,-0.011229423,
P00790,NA,IV,2.6690733,9.50667,3.0049663,2.7341187,-0.3647378,0.6915648,
P00791,NA,III,-0.35154867,3.8928409,3.3130002,-0.38484234,1.3835247,-0.17333175,
P00793,NA,XII,5.7400503,5.3587556,3.0829687,0.9876786,0.03925285,-1.0695196,
P00794,NA,XII,6.0237374,5.2938805,3.00799,0.80895567,-0.06945718,-1.050527,
P00815,NA,XII,7.3202786,5.2138414,2.642539,-0.17656702,-0.15586282,-0.709767,
P00817,NA,XII,7.0235147,5.328033,2.7749414,-0.026265014,-0.081605524,-0.7511371,
P00820,omega conotoxin,VI/VII,11.689238,4.2022257,2.9757097,-1.448223,-0.6969671,0.1689514,
P00821,NA,VI/VII,8.542693,5.329758,1.2643713,-0.48571786,-0.79737246,-0.5584732,
P00822,omega conotoxin,VI/VII,11.577184,3.4614415,3.0386877,-1.1421819,-0.801673,-0.20753483,
P00823,NA,IV,2.4248004,6.904013,2.7938364,1.5608889,0.49301386,0.10206081,
P00824,NA,VI/VII,11.773366,5.858772,4.933803,-1.5118918,-1.152677,0.38603044,
P00825,mu conotoxin,III,1.5600097,4.0294285,3.5515056,-0.12027153,1.3484858,-0.23826754,
P00826,NA,VI/VII,2.5804033,9.8267975,2.2811236,2.3751907,-0.7383537,1.7832406,
P00827,NA,VI/VII,2.6645567,9.758207,2.250362,2.3751907,-0.7383537,1.7832406,
P00845,NA,XI,9.48937,4.9582973,2.250804,-0.44228607,-0.57516176,-0.19066754,
P00846,kappa conotoxin,VI/VII,11.580204,6.203224,4.1411967,-1.1574497,-1.0054101,0.14008005,
P00847,NA,VI/VII,9.774267,2.0860724,0.9402772,-1.3237691,-0.76461434,0.14324944,
P00848,NA,VI/VII,9.83448,1.9574134,1.1070641,-1.2844071,-0.7532876,0.09791655,
P00849,NA,VI/VII,9.717675,2.2209375,1.1801922,-1.2417446,-0.7229099,0.07227448,
P00850,NA,VI/VII,8.851364,4.4018373,2.7401557,-0.31338605,-0.6454447,-0.47946993,
P00852,NA,VI/VII,9.255469,4.485245,2.6632962,-0.5760236,-0.47567275,-0.41163078,
P00853,NA,VI/VII,12.210963,5.2834992,3.9554129,-1.6343362,-0.7364022,0.12451565,
P00854,NA,V,,,,,,,
P00855,NA,V,,,,,,,
P00856,NA,V,1.9232538,7.13558,3.3145053,1.6729095,0.59471005,0.04558509,
P00857,NA,V,1.9922236,8.310447,2.9130948,1.662083,0.43672407,1.5197507,
P00858,NA,V,,,,,,,
P00859,NA,V,,,,,,,
P00860,NA,V,1.8296129,9.138648,2.8676505,2.4791586,-0.12716894,2.0020964,
P00861,NA,V,,,,,,,
P00862,omega conotoxin,VI/VII,11.823424,3.4102764,3.2122896,-1.503259,-0.9295568,0.07541456,
P00863,omega conotoxin,VI/VII,12.81663,4.4181104,2.6666012,-1.7005252,-0.62459314,0.32534248,
P00864,omega conotoxin,VI/VII,12.205012,2.8517416,2.545554,-1.5250949,-0.7199346,0.07852871,
P00865,omega conotoxin,VI/VII,8.974602,4.1218014,2.5056725,-0.5615344,-0.45766386,-0.3928226,
P00866,omega conotoxin,VI/VII,8.485028,4.568538,2.4335914,-0.4462694,-0.52327317,-0.5541796,
P00867,delta conotoxin,VI/VII,9.111927,2.301929,1.8236141,-1.1606951,-0.67219174,-0.11277725,
P00868,omega conotoxin,VI/VII,8.602207,0.4319156,1.24245,-1.6314614,-1.0629607,0.41422787,
P00869,omega conotoxin,VI/VII,10.496151,4.347438,5.5948243,-2.0104141,-1.2020977,0.52016824,
P00870,omega conotoxin,VI/VII,10.471367,4.335675,5.46213,-1.7544588,-1.2092378,0.30159545,
P00871,omega conotoxin,VI/VII,9.381878,2.4042344,0.08354337,-1.526166,-0.7203205,0.041840974,
P00872,omega conotoxin,VI/VII,9.368299,1.1327349,1.2396734,-1.5130103,-0.75131744,0.20702468,
P00873,omega conotoxin,VI/VII,8.329326,2.9374824,0.6659469,-1.129209,-0.91529816,-0.29316476,
P00874,omega conotoxin,VI/VII,12.840773,4.548719,2.710471,-1.7621319,-0.6526229,0.38681358,
P00875,omega conotoxin,VI/VII,9.451271,2.4446251,0.85030377,-1.2057719,-0.6695643,0.0046079075,
P00876,omega conotoxin,VI/VII,11.120568,6.2980757,4.9010067,-1.7000716,-1.0761473,0.5046255,
P00877,NA,V,,,,,,,
P00878,omega conotoxin,VI/VII,12.089398,3.3618276,3.3515942,-1.5324763,-0.70639986,0.09286286,
P00879,NA,VI/VII,10.803385,5.7950225,1.6611933,-0.83205074,-0.8861081,-0.21292166,
P00880,NA,VI/VII,10.1516905,5.489334,1.8251075,-0.8643532,-0.8556859,-0.27716827,
P00881,NA,VI/VII,10.783695,5.8288746,1.6254394,-0.83205074,-0.8861081,-0.21292166,
P00882,NA,VI/VII,10.15229,5.55139,1.8317664,-0.8643532,-0.8556859,-0.27716827,
P00883,NA,VI/VII,10.078723,5.468484,1.9425372,-0.8643532,-0.8556859,-0.27716827,
P00886,NA,VI/VII,9.912364,5.4747276,1.8110408,-0.79823965,-0.79174775,-0.3406917,
P00888,NA,VI/VII,10.783268,5.80998,1.6655209,-0.83205074,-0.8861081,-0.21292166,
P00889,NA,VI/VII,10.105039,5.554123,1.7900337,-0.8643532,-0.8556859,-0.27716827,
P00911,NA,VI/VII,10.832334,5.839584,1.7210927,-0.83205074,-0.8861081,-0.21292166,
P00912,NA,VI/VII,10.842744,5.7669344,1.6193995,-0.83205074,-0.8861081,-0.21292166,
P00929,NA,VI/VII,10.080338,5.4105134,1.7551872,-0.8643532,-0.8556859,-0.27716827,
P00932,NA,VI/VII,10.153659,5.57773,1.8474098,-0.87842983,-0.83477026,-0.2752799,
P00933,NA,VI/VII,9.973722,5.5593243,1.8112329,-0.8643532,-0.8556859,-0.27716827,
P00936,NA,VI/VII,10.080517,5.4409475,1.9166993,-0.8643532,-0.8556859,-0.27716827,
P00939,NA,VI/VII,10.783671,5.7408814,1.7952287,-0.83381283,-0.9012549,-0.20861422,
P00946,NA,VI/VII,10.84253,5.733386,1.6151767,-0.83205074,-0.8861081,-0.21292166,
P00948,NA,VI/VII,11.800778,6.819029,5.4233074,-2.2728107,-1.2951417,0.6752834,
P00953,NA,VI/VII,11.601348,6.9281387,5.4431944,-2.1631763,-1.3599104,0.6719615,
P00954,NA,VI/VII,11.659943,6.9845166,5.5042315,-2.2543144,-1.446089,0.76441085,
P00956,NA,VI/VII,11.59194,7.0471115,5.5146036,-2.2543144,-1.446089,0.76441085,
P00958,NA,VI/VII,11.600224,7.029725,5.523606,-2.1631763,-1.3599104,0.6719615,
P00959,NA,VI/VII,11.35778,6.699099,2.6727626,-1.3992915,-1.205428,0.029947096,
P00960,NA,VI/VII,11.341477,6.6289253,2.6814704,-1.1507643,-1.029192,-0.21284574,
P00961,NA,VI/VII,11.321721,6.609615,2.7064447,-1.3992915,-1.205428,0.029947096,
P00962,NA,VI/VII,11.379931,6.559818,2.4453144,-1.2843274,-1.2049955,-0.041911647,
P00963,NA,VI/VII,11.427939,6.39134,4.948536,-1.8406332,-1.1142336,0.46652943,
P00964,NA,VI/VII,11.67766,6.305702,4.991751,-1.8406332,-1.1142336,0.46652943,
P00968,NA,VI/VII,11.472672,6.515089,5.110493,-1.8820145,-1.085044,0.45777655,
